# NOAA Paleoclimatology Program - Paleocean Site Data
# odp982an_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Carin Andersson
# Core/Site:      ODP982
# Latitude:       57.30.05N	( 57.50139)
# Longitude:      15.52.03W	( -15.8675)
# Water Depth(m): 1145
#
# Publications:
#   Andersson, C., and E. Jansen. 2003. A Miocene (8–12 Ma) intermediate water benthic
#     stable isotope record from the northeastern Atlantic, ODP Site 982, Paleoceanography,
#     18(1):1013.
#------------------
#
# Description & Notes:
#   Miocene Benthic Stable Isotope Data.
#   
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP982
depth         yrBP          d13Cc.wuell   d18Oc.wuell   notes
 40994         1.1296E+07    1.48          1.95         982B-42X-4, 75-77           
 41004         1.1299E+07    1.53          1.77         982B-42X-4, 85-87           
 41014         1.1302E+07    1.55          1.93         982B-42X-4, 95-97           
 41024         1.1305E+07    1.5           1.84         982B-42X-4, 105-107         
 41034         1.1308E+07    1.52          1.9          982B-42X-4, 115-117         
 41044         1.131E+07     1.45          1.98         982B-42X-4, 125-127         
 41054         1.1313E+07    1.52          1.79         982B-42X-4, 135-137         
 41064         1.1316E+07    1.48          1.96         982B-42X-4, 145-147         
 41074         1.1319E+07    1.55          2.1          982B-42X-5, 5- 7            
 41084         1.1322E+07    1.41          2.02         982B-42X-5, 15-17           
 41454         1.1427E+07    1.35          1.83         982B-43X-1, 15-17           
 41484         1.1435E+07    1.37          2.02         982B-43X-1, 45-47           
 41494         1.1438E+07    1.58          1.67         982B-43X-1, 55-57           
 41504         1.1441E+07    1.42          1.9          982B-43X-1, 65-67           
 41514         1.1444E+07    1.19          1.52         982B-43X-1, 75-77           
 41524         1.1447E+07    1.5           1.82         982B-43X-1, 85-87           
 41534         1.145E+07     1.58          1.77         982B-43X-1, 95-97           
 41544         1.1453E+07    1.41          1.9          982B-43X-1, 105-107         
 41554         1.1455E+07    1.4           1.73         982B-43X-1, 115-117         
 41564         1.1458E+07    1.39          1.81         982B-43X-1, 125-127         
 41574         1.1461E+07    1.37          1.69         982B-43X-1, 135-137         
 41584         1.1464E+07    1.16          1.7          982B-43X-1, 145-147         
 41594         1.1467E+07    1.43          1.76         982B-43X-2, 5- 7            
 41604         1.147E+07     1.24          1.76         982B-43X-2, 15-17           
 41614         1.1472E+07    1.09          1.65         982B-43X-2, 25-27           
 41624         1.1475E+07    1.21          1.92         982B-43X-2, 35-37           
 41634         1.1478E+07    1.1           1.99         982B-43X-2, 45-47           
 41644         1.1481E+07    1.06          1.84         982B-43X-2, 55-57           
 41654         1.1484E+07    1.37          1.9          982B-43X-2, 65-67           
 41684         1.1492E+07    1.3           1.84         982B-43X-2, 95-97           
 41694         1.1495E+07    1.22          1.58         982B-43X-2, 105-107         
 41704         1.1498E+07    1.46          1.88         982B-43X-2, 115-117         
 41714         1.1501E+07    1.38          2.03         982B-43X-2, 125-127         
 41724         1.1504E+07    1.43          1.92         982B-43X-2, 135-137         
 41744         1.1509E+07    1.36          1.81         982B-43X-3, 5- 7            
 41754         1.1512E+07    1.19          2.03         982B-43X-3, 15-17           
 41764         1.1515E+07    1.05          1.86         982B-43X-3, 25-27           
 41774         1.1518E+07    0.97          1.88         982B-43X-3, 35-37           
 41784         1.1521E+07    0.96          1.9          982B-43X-3, 45-47           
 41794         1.1524E+07    1.28          1.87         982B-43X-3, 55-57           
 41804         1.1526E+07    1.14          2.02         982B-43X-3, 65-67           
 41814         1.1529E+07    1.21          1.99         982B-43X-3, 75-77           
 41824         1.1532E+07    1.02          1.44         982B-43X-3, 85-87           
 41834         1.1535E+07    1.16          1.69         982B-43X-3, 95-97           
 41844         1.1538E+07    1.19          1.74         982B-43X-3, 105-107         
 41854         1.1541E+07    1.2           1.7          982B-43X-3, 115-117         
 41864         1.1546E+07    1.22          1.8          982B-43X-3, 125-127         
 41874         1.1549E+07    1.09          1.74         982B-43X-3, 135-137         
 41894         1.1552E+07    1.1           1.88         982B-43X-4, 5- 7            
 41904         1.1555E+07    1.01          1.52         982B-43X-4, 15-17           
 41914         1.1558E+07    1.19          1.9          982B-43X-4, 25-27           
 41924         1.1561E+07    1.21          1.87         982B-43X-4, 35-37           
 41934         1.1563E+07    1.15          1.78         982B-43X-4, 45-47           
 41944         1.1566E+07    1.1           1.67         982B-43X-4, 55-57           
 41954         1.1569E+07    1.16          1.98         982B-43X-4, 65-67           
 41964         1.1572E+07    1.16          1.93         982B-43X-4, 75-77           
 41974         1.1575E+07    0.97          2            982B-43X-4, 85-87           
 41984         1.1578E+07    1.32          1.75         982B-43X-4, 95-97           
 41994         1.158E+07     1.26          2.03         982B-43X-4, 105-107         
 42004         1.1583E+07    1.17          1.59         982B-43X-4, 115-117         
 42014         1.1586E+07    1.02          1.72         982B-43X-4, 125-127         
