ODP 927        
         
5¡27.7N 44¡28.8W 3326m       
         
Ceara Rise        
         
data Torsten Bickert (Uni Bremen)     
Bickert et al. (1997) Ocean Drill. Program Sci. Results. 154.
Site Hole Core Sect Type  top mcd d18O d13C species
927 B 10 H 4 95 96.67 3.69 0.05 C.wuellerstorfi
927 B 10 H 4 105 96.77 3.68 0.01 C.wuellerstorfi
927 A 10 H 3 75 96.78 3.42 -0.09 C.wuellerstorfi
927 A 10 H 3 85 96.88 3.42 0.21 C.wuellerstorfi
927 A 10 H 3 95 96.98 3.55 0.37 C.wuellerstorfi
927 A 10 H 3 105 97.08 3.15 0.03 C.wuellerstorfi
927 A 10 H 3 115 97.18 3.25 0.38 C.wuellerstorfi
927 A 10 H 3 125 97.28 3.09 0.67 C.kullenbergi
927 A 10 H 3 135 97.38 2.42 0.84 Cibicidoides.spp.
927 A 10 H 4 15 97.68 2.56 0.86 C.kullenbergi
927 A 10 H 4 25 97.78 2.70 0.85 C.kullenbergi
927 A 10 H 4 45 97.98 2.57 0.63 Cibicidoides.spp.
927 A 10 H 4 55 98.08 2.95 0.82 C.kullenbergi
927 A 10 H 4 65 98.18 2.92 0.84 C.kullenbergi
927 A 10 H 4 75 98.28 2.84 0.72 Cibicidoides.spp.
927 A 10 H 4 85 98.38 2.77 0.79 Cibicidoides.spp.
927 A 10 H 4 95 98.48 2.86 0.65 C.kullenbergi
927 A 10 H 4 105 98.58 2.50 0.84 Cibicidoides.spp.
927 A 10 H 4 115 98.68 2.59 0.80 Cibicidoides.spp.
927 A 10 H 4 125 98.78 2.59 1.08 Cibicidoides.spp.
927 A 10 H 4 135 98.88 2.17 0.38 C.wuellerstorfi
