# NOAA Paleoclimatology Program - Paleocean Site Data
# odp849_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Alan C. Mix
# Core/Site:      ODP849
# Latitude:       0.11.00N	( 0.18333)
# Longitude:      110.31.06W	( -110.5183)
# Water Depth(m): 3839
#
# Publications:
#   Mix, A.C., N.G. Pisias, W. Rugh, J. Wilson, A. Morey, and T. Hagelberg. 1995.
#     Benthic foraminifera stable isotope record form Site 849, 0-5 Ma: Local and global
#     climate changes. Pages 371~412 in N.G. Pisias, L. Mayer, T. Janecek, A. Palmer-Julson,
#     T.H. vanAndel, editors, Proceedings of the Ocean Drilling Program, Scientific
#     Results 138, College Station, Texas, USA.
#   Mix, A.C., J. Le, and N.J. Shackleton. 1995. Benthic foraminiferal stable isotope
#     stratigraphy of Site 846: 0-1.8 Ma. Pages 839~854 in N.G. Pisias, L. Mayer, T.
#     Janecek, A. Palmer-Julson, and T.H. vanAndel, editors, Proceedings of the Ocean
#     Drilling Program, Scientific Results 138, College Station, Texas, USA.
#------------------
#
# Description & Notes:
#   Tropical Pacific benthic isotope record for 0-5 Ma.
#   Depth used is Revised Meters Composite Depth 
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cforams-b  delta C13 PDB (Benthic Foraminifers)
#             d18Oforams-b  delta O18 PDB (Benthic Foraminifers)
#
# CORE: ODP849
depth         yrBP          d13Cforams-b  d18Oforams-b  
 7             3585          0.21          3.66         
 17            5135          0.08          3.49         
 28            7400          0.19          3.31         
 45            11125        -0.15          4.17         
 55            13175        -0.27          4.69         
 69            16045        -0.26          4.92         
 89            20370        -0.08          4.55         
 89            20370        -0.16          4.8          
 109           25240         0.02          4.59         
 118           27580         0.05          4.55         
 128           30380         0.02          4.72         
 139           33515         0.1           4.36         
 150           37050         0.05          4.46         
 161           40675        -0.02          4.63         
 185           49650         0.07          4.47         
 194           52980        -0.04          4.45         
 217           61405        -0.21          4.54         
 231           66075        -0.11          4.57         
 243           69900         0.3           4.27         
 249           71700         0.13          4.14         
 256           73800         0.25          4.1          
 271           78410        -0.03          4.32         
 275           79650         0.12          3.95         
 280           81200         0.22          3.83         
 289           84305         0.21          4            
 292           85340         0.21          3.9          
 292           85340         0.21          3.96         
 296           86720         0.2           3.71         
 306           90560         0.1           3.85         
 306           90560        -0.01          3.84         
 315           94250         0.17          4            
 324           98140         0.09          3.95         
 333           102280       -0.06          3.91         
 333           102280       -0.11          3.73         
 344           107280        0.06          3.7          
 344           107280        0.1           3.79         
 355           112175        0.05          3.78         
 366           116590        0.23          3.3          
 377           120605        0.12          3.23         
 388           123940       -0.02          3.15         
 398           126740       -0.02          3.27         
 408           129140       -0.23          4.13         
 418           131440       -0.3           4.42         
 428           133740       -0.3           4.85         
 437           135810       -0.39          4.75         
 437           135810       -0.25          4.84         
 447           138180       -0.38          4.98         
 456           140340       -0.45          4.7          
 467           143120       -0.33          4.74         
 477           145720       -0.25          4.76         
 488           148780       -0.19          4.67         
 498           151630       -0.46          4.38         
 508           154480       -0.39          4.72         
 518           157330       -0.21          4.57         
 528           160140       -0.45          4.81         
 538           162940       -0.49          4.52         
 538           162940       -0.3           4.46         
 548           165500       -0.13          4.21         
 558           168000       -0.37          4.26         
 558           168000       -0.24          4.54         
 568           170340       -0.22          3.98         
 578           172640       -0.35          4.38         
 589           175035       -0.34          4.39         
 589           175035       -0.31          4.21         
 599           177185       -0.41          4.16         
 608           179160       -0.42          4.46         
 618           181360       -0.34          4.35         
 628           183720       -0.45          4.49         
 628           183720       -0.23          4.41         
 638           186120       -0.16          4.1          
 638           186120       -0.11          4.24         
 647           188560        0.05          3.97         
 647           188560       -0.06          3.8          
 657           191360       -0.01          3.91         
 667           194545       -0.16          3.66         
 667           194545        0.1           3.75         
 677           197895       -0.02          3.61         
 677           197895       -0.15          3.66         
 688           202020       -0.13          3.76         
 688           202020        0.15          3.56         
 688           202020       -0.15          3.84         
 698           205920        0.11          3.89         
 708           210100       -0.04          3.61         
 718           214350       -0.03          3.64         
 728           218440       -0.23          3.97         
 737           222085       -0.22          4.05         
 747           225855       -0.38          4.25         
 747           225855       -0.43          3.89         
 756           229140       -0.44          4.31         
 756           229140       -0.57          4.22         
 757           229505       -0.36          4.39         
 766           232460       -0.19          3.97         
 778           236180       -0.11          4.03         
 791           239660        0.15          3.51         
 803           242720       -0.16          3.76         
 813           245120       -0.26          4.06         
 824           247840       -0.5           4.51         
 835           250700       -0.28          4.25         
 849           254745       -0.27          4.35         
 849           254745       -0.29          4.29         
 861           258450       -0.47          4.43         
 861           258450       -0.39          4.24         
 871           261950       -0.72          4.42         
 871           261950       -0.35          4.44         
 879           264750       -0.32          4.32         
 889           268880       -0.37          4.5          
 895           271400       -0.58          4.49         
 905           275950       -0.4           4.33         
 916           281340       -0.27          4.09         
 916           281340       -0.13          3.89         
 927           287115       -0.09          4            
 927           287115       -0.1           3.79         
 937           292565       -0.32          4.13         
 948           298600       -0.29          4.06         
 960           305200       -0.19          4.13         
 972           310780       -0.29          3.72         
 982           315190       -0.23          3.75         
 990           317950        0.05          3.53         
 990           317950        0.05          3.86         
 996           320020       -0.21          3.85         
 996           320020       -0.13          3.86         
 996           320020        0             3.79         
 1003          322105        0.07          3.65         
 1012          324220        0.06          3.54         
 1026          327150        0.06          3.44         
 1026          327150        0.16          3.42         
 1041          329765        0.24          3.21         
 1052          331580       -0.17          3.25         
 1052          331580        0.04          3.32         
 1059          332735        0.09          3.38         
 1059          332735       -0.16          3.28         
 1075          335675       -0.12          3.7          
 1090          338850       -0.2           4.06         
 1090          338850       -0.36          4.24         
 1105          342450       -0.13          4.58         
 1117          345690       -0.31          4.62         
 1119          346230       -0.47          4.64         
 1119          346230       -0.2           4.7          
 1125          348075       -0.16          4.72         
 1137          351855       -0.41          4.34         
 1137          351855       -0.25          4.47         
 1140          352800       -0.47          4.3          
 1140          352800       -0.31          4.09         
 1146          354660       -0.19          4.57         
 1147          354970       -0.41          4.4          
 1158          358380       -0.42          4.59         
 1158          358380       -0.08          4.2          
 1172          362420       -0.28          4.33         
 1172          362420       -0.28          4.32         
 1182          365240       -0.08          3.93         
 1182          365240       -0.04          4.18         
 1192          367940       -0.17          4.4          
 1192          367940        0             3.93         
 1203          371060       -0.34          4.04         
 1212          373940        0             4.12         
 1212          373940        0.19          4.07         
 1222          377380        0.03          4.09         
 1222          377380       -0.19          3.95         
 1232          381780       -0.03          4.07         
 1232          381780       -0.02          3.97         
 1252          391540       -0.03          4.02         
 1252          391540       -0.11          3.92         
 1262          396790        0.4           3.35         
 1262          396790        0.34          3.11         
 1272          402240        0.35          3.22         
 1272          402240        0.11          3.07         
 1306          420480        0.3           3.52         
 1328          427840       -0.39          4.83         
 1358          435130       -0.34          4.86         
 1364          436640       -0.42          5.05         
 1369          437940       -0.44          4.75         
 1369          437940       -0.19          4.88         
 1381          441145       -0.41          5.07         
 1388          443560       -0.22          4.66         
 1395          445975       -0.31          4.54         
 1403          449065       -0.06          4.51         
 1414          454070       -0.4           4.64         
 1414          454070       -0.38          4.59         
 1436          464480       -0.21          4.51         
 1444          467940       -0.15          4.26         
 1453          471405       -0.29          4.27         
 1464          475360       -0.21          4.06         
 1475          478825       -0.16          4.43         
 1487          482465        0.34          3.82         
 1498          485710        0.48          3.59         
 1498          485710        0.22          3.88         
 1498          485710        0.25          3.73         
 1518          492240        0.69          3.62         
 1527          495525        0.38          3.59         
 1537          499275        0.28          3.78         
 1537          499275        0.38          3.83         
 1547          503375        0.3           3.85         
 1547          503375        0.27          3.89         
 1557          507625        0.16          4.01         
 1567          511770        0.3           3.79         
 1567          511770        0.32          3.96         
 1577          515870        0.29          4.36         
 1587          519445        0.28          4.11         
 1597          522795        0.18          4.13         
 1607          525725       -0.02          3.97         
 1617          528475       -0.1           4.01         
 1637          534315       -0.31          4.36         
 1647          537860       -0.12          4.17         
 1657          541660       -0.2           4.31         
 1667          546230       -0.16          4.58         
 1667          546230       -0.28          4.45         
 1677          551130       -0.02          4.23         
 1687          556135       -0.11          4.4          
 1687          556135        0.06          4.23         
 1697          561185       -0.18          4.07         
