EPICA Dome C Ice Core nss-Ca and Na Data
---------------------------------------------------------------------
                NOAA Paleoclimatology Program
                               and
         World Data Center for Paleoclimatology, Boulder
---------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!


NAME OF DATA SET: EPICA Dome C Ice Core nss-Ca and Na Data
LAST UPDATE: 6/2005 (Original Receipt by WDC Paleo)

CONTRIBUTORS: Regine Röthlisberger et al., Climate and Environmental Physics, 
University of Bern, Bern, Switzerland

IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2005-046

SUGGESTED DATA CITATION: Röthlisberger, R. et al., 2005.
EPICA Dome C Ice Core nss-Ca and Na Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series #2005-046. 
NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 

ORIGINAL REFERENCES:  
Röthlisberger, R., M. Bigler, E.W. Wolff, F. Joos, E. Monnin, 
and M.A. Hutterli. 2004. Ice core evidence for the extent of past 
atmospheric CO2 change due to iron fertilisation.
Geophys. Res. Lett., 31, L16207, doi: 10.1029/2004GL020338. 

Röthlisberger, R., R. Mulvaney, E.W. Wolff, M.A. Hutterli, M. Bigler, 
S. Sommer, and J. Jouzel. 2002. 
Dust and sea-salt variability in central East Antarctica (Dome C) over 
the last 45 kyrs and its implications for southern high-latitude climate. 
Geophys. Res. Lett., 29 (20), 1963, doi:10.1029/2002GL015186.

ADDITIONAL REFERENCES (for methods, isotopes, and dating):
Röthlisberger, R., M. Bigler, M. Hutterli, S. Sommer, B. Stauffer, 
H.G. Junghans, and D. Wagenbach  2000.  
Technique for continuous high-resolution analysis of trace substances 
in firn and ice cores.  Environ. Sci. Technol., 34 (2), 338-342. 

Jouzel, J., V. Masson, O. Cattani, S. Falourd, M. Stievenard, B. Stenni, 
A. Longinelli, S.J. Johnsen, J.P. Steffensen, J.R. Petit, J. Schwander, 
R. Souchez, and N.I. Barkov. 2001. 
A new 27 ky high resolution East Antarctic climate record. 
Geophys. Res. Lett., 28 (16), 3199-3202.
 
Stenni, B., J. Jouzel, V. Masson-Delmotte, R. Röthlisberger, E. Castellano, 
O. Cattani, S. Falourd, S.J. Johnsen, A. Longinelli, J.P. Sachs, E. Selmo, 
R. Souchez, J.P. Steffensen, and R. Udisti. 2003. 
A late-glacial high resolution site and source temperature record derived from 
the EPICA Dome C isotope records (East Antarctica). 
Earth Planet. Sci. Lett., 217 (1-2), 183-195, doi:10.1016/S0012-821X(03)00574-0.
 
Schwander, J., J. Jouzel, C.U. Hammer, J.R. Petit, R. Udisti, and E. Wolff. 2001. 
A tentative chronology for the EPICA Dome Concordia ice core.  
Geophys. Res. Lett., 28 (22), 4243-4246.  
 
EPICA community members. 2004. Eight glacial cycles from an Antarctic ice core. 
Nature, Vol. 429, No 6992, pp.623-628, June 10, 2004. doi:10.1038/nature02599. 


GEOGRAPHIC REGION: Antarctica
PERIOD OF RECORD:  62KYrBP - present

DESCRIPTION: 
Chemical records of Calcium and Sodium obtained by continuous flow analysis. 
High-resoution data have been averaged to 50-yr. Non-Sea Salt Ca (nss-Ca) 
is calculated as total Ca minus 0.038*Na. 
 
Data from 0 to 44850 yr BP are from EDC96 ice core, those from 43350 to 62000 
yr BP from EDC99 ice core.
 
Dating according to EPICA Dome C ice core timescales EDC1 and EDC2: 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/epica_domec/edc_timescale.txt 

Location: Dome C, Antarctica, 75°06'S, 123°21'E, 3233m asl


Data: 
1. Core EDC96

Column 1: Age (years before 1950, EDC1 timescale)
Column 2: nss-Ca flux (ng/cm2/yr)
Column 3: Na flux (ng/cm2/yr)
Column 4: delta deuterium (per mil)
 
  Age      nss-Ca         Na         deltaD
48025      24.6251      121.089
48075      23.9647      115.308
48125      25.7177      125.936
48175       26.188      132.995
48225      32.6454      116.063
48275      30.4618      136.003
48325      31.4804      144.631
48375      26.8641      119.917
48425      21.6358      115.182
48475      18.2725      133.625
48525      23.1628      123.121
48575      27.2951      127.763
48625       21.446       134.98
48675      25.9764      144.259
48725      24.0758      113.369
48775       26.847      103.672
48825      31.5822      142.453
48875      29.2493      127.098
48925       20.994      110.928
48975      22.9941      132.942
49025      20.7278      137.274
49075      26.2747      126.841
49125      23.0277      128.676
49175      21.2796      116.283
49225      25.2624      111.343
49275      25.4952      101.535
49325      21.5968      116.208
49375      18.3273      114.496
49425      21.7519      133.744
49475      23.6352      127.343
49525      18.3885      108.674
49575      15.9247      124.639
49625      20.2294      113.059
49675      18.2945      101.863
49725      17.0722      113.248
49775      14.4292      110.221
49825      14.8899       103.14
49875      13.5425      112.118
49925      15.2147      116.033
49975      14.8572      108.136
50025      14.0119      111.324
50075      15.4689      113.922
50125      13.1444      106.943
50175       9.7123      123.703
50225      10.7268      111.775
50275      10.6904      110.541
50325       15.637      119.136
50375      14.0178      136.337
50425      13.1674      138.062
50475      12.5458      118.963
50525       11.418       117.16
50575      15.3148      96.3621
50625      15.8581      116.302
50675      13.2422      80.5866
50725      11.0732      95.7985
50775      10.6605      90.6983
50825      12.7366      115.888
50875       8.6458      111.676
50925      10.6497      114.819
50975      12.3787      112.921
51025      9.25399      110.088
51075      10.2175      101.965
51125      9.55344      114.323
51175      11.6824      115.483
51225      14.1724      104.447
51275      8.05621      102.469
51325      9.04432      106.582
51375      11.4655      104.777
51425       10.706      90.4176
51475      12.6332      119.621
51525      12.6038      107.004
51575       13.457      99.0987
51625      9.52923      98.5991
51675      7.20711      96.6279
51725      9.27112      100.012
51775      10.4077      110.523
51825      9.09193      112.088
51875      7.57035      107.509
51925      8.54683      97.5676
51975      5.70632      103.199
52025      6.58282      102.374
52075      5.83964      105.723
52125      8.41225      92.2984
52175      6.36209       77.643
52225      6.49369      94.4926
52275      7.29037      93.3102
52325       6.8821      123.235
52375      5.67138      122.218
52425      6.32584      124.365
52475      6.04656      104.953
52525      7.21608      117.663
52575      8.04984      123.248
52625      10.1425      108.146
52675       12.981      101.071
52725      9.19736      109.058
52775      13.8115       108.89
52825      11.4157      131.711
52875      11.7427      109.633
52925      12.5639      111.175
52975      11.8007      95.5521
53025      12.3074      117.906
53075      14.7672      123.544
53125      17.5004      89.0938
53175      17.6708      108.992
53225      18.1692      120.222
53275      17.1691       120.17
53325      18.1275      128.037
53375      16.2926      115.158
53425      16.9739      117.608
53475      17.0288       106.09
53525      16.2703      101.684
53575      15.5387      137.468
53625      14.9931      106.508
53675      16.2081      104.144
53725      16.8633      98.4701
53775      23.6534      113.161
53825      27.4916      100.227
53875      24.1987      113.823
53925      25.3349      98.5087
53975      20.8059      99.0701
54025      21.8311      90.5401
54075      24.3952       103.14
54125      28.0421      116.934
54175       25.922      115.999
54225      26.8369      100.553
54275      30.5172      138.873
54325      25.4066      150.895
54375      32.1824      124.813
54425      27.2606      118.575
54475      26.7885      121.493
54525      28.0628      113.327
54575      26.5308       129.35
54625      21.5167      126.018
54675      30.3254       103.39
54725      24.0186      87.8678
54775      26.0795      96.6631
54825      25.3475      93.2849
54875      20.6001      161.291
54925      22.0748      161.352
54975      29.6471      113.775
55025      27.2156      131.734
55075      24.8388      136.401
55125      22.4238      101.774
55175      21.8416      107.243
55225      20.4136      125.552
55275      20.0157      127.257
55325      20.6519      131.991
55375      16.0363      127.772
55425      24.8793      109.371
55475      16.7962      130.519
55525      14.4021      110.516
55575      13.4307      103.752
55625      9.26465      113.278
55675      10.6449       101.74
55725      10.1901      103.826
55775      17.2109      107.272
55825      16.2812      80.9483
55875      12.1697      110.959
55925      11.4276      106.596
55975         10.8      98.0086
56025      11.5638      98.1456
56075      9.73345      90.8404
56125      15.6905      116.565
56175      12.2626      117.819
56225      11.5198      98.2227
56275      10.2352      119.284
56325      12.2321      111.939
56375      17.6999      107.086
56425       11.436      110.699
56475      6.46769      99.9033
56525      9.26396      110.257
56575       8.6001      93.2192
56625      9.70703      106.294
56675      9.22955      101.241
56725      7.59536      99.4518
56775      7.95566      89.6756
56825      8.97456      84.1613
56875      7.41305      91.7804
56925      7.74727       96.167
56975      11.4898      127.641
57025      8.72771      117.303
57075      7.52294       95.993
57125      7.83167      94.0052
57175      9.06641      84.3321
57225      9.17128      77.0761
57275      9.16605      100.402
57325       9.5555      105.446
57375      9.53815      107.087
57425      8.68595      104.827
57475      9.81807      100.224
57525      9.79469      114.307
57575      9.14429      117.328
57625      11.7857       92.363
57675      9.36212      98.5439
57725      10.7909      97.8554
57775      15.5951      94.1763
57825      13.7588      98.9457
57875      13.6395        95.24
57925      13.6359      86.3507
57975      15.2283      92.3792
58025      13.7974      95.3882
58075      16.8477      99.2364
58125      13.5056      105.297
58175      12.1658      116.433
58225      13.4648      115.545
58275      14.9604      108.133
58325      18.3411      105.094
58375      19.9158      116.514
58425      18.3042      111.223
58475      19.4828      119.616
58525      18.5919      123.548
58575      20.9353      118.431
58625      19.8794       127.85
58675      18.3672      125.387
58725      20.0392      119.374
58775      18.7587      119.282
58825      21.2443      113.477
58875      24.4154      107.248
58925      26.3327      124.893
58975      20.4947      112.791
59025       22.606      112.427
59075      23.5361      110.751
59125      20.5204      111.581
59175      22.3331      113.095
59225      20.6661      123.774
59275      20.4224      123.622
59325      21.5133      114.382
59375        25.66      117.613
59425      26.2209      151.415
59475      28.0201      128.335
59525      23.6157       128.56
59575      22.1412      131.475
59625      25.0169      114.076
59675      29.9091      112.854
59725      21.8427      110.803
59775       30.634      110.002
59825      25.6835      124.757
59875      31.3709      119.571
59925         28.4      144.956
59975      35.9137      128.022
60025       33.783      119.922
60075      38.0871      126.398
60125      29.8166      113.599
60175      28.1696      121.462
60225      27.5633      123.061
60275      30.0418      124.977
60325       29.276      122.268
60375      28.7862       119.43
60425       34.421      115.615
60475      36.0081      127.706
60525      36.0164      101.773
60575      39.6986       98.649
60625      44.7337      98.4595
60675      43.1612      129.281
60725       45.046      111.498
60775      52.6893      102.063
60825      49.0723      116.288
60875      53.6315      126.748
60925      57.2134      132.567
60975      49.7485      142.384
61025      47.5964      136.698
61075      53.3937      120.236
61125      56.4077      133.193
61175      55.1561      126.314
61225      59.0802       118.17
61275      51.3811      104.275
61325      48.4635      90.6144
61375      47.9634      124.794
61425      49.5682      121.724
61475      50.0996      110.085
61525      48.1107      121.721
61575      47.6399      116.308
61625      41.6733      119.999
61675      46.9423      133.288
61725      29.3508      125.604
61775      29.0092      129.895
61825       26.579      139.197
61875      21.6672      116.125
61925      29.8924      122.162
61975      26.7764       137.91

