EPICA Dome C Ice Core Cl, Na and NO3 Data
---------------------------------------------------------------------
                NOAA Paleoclimatology Program
                               and
         World Data Center for Paleoclimatology, Boulder
---------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!


NAME OF DATA SET: EPICA Dome C Ice Core Cl, Na and NO3 Data
LAST UPDATE: 6/2005 (Original Receipt by WDC Paleo)

CONTRIBUTORS: Regine Röthlisberger et al., Climate and Environmental Physics, 
University of Bern, Bern, Switzerland

IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2005-048

SUGGESTED DATA CITATION: Röthlisberger, R. et al., 2005.
EPICA Dome C Ice Core Cl, Na and NO3 Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series #2005-048. 
NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 


ORIGINAL REFERENCES:  
Röthlisberger, R., M.A. Hutterli, S. Sommer, E.W. Wolff, and R. Mulvaney. 2000. 
Factors controlling nitrate in ice cores: Evidence from the Dome C deep ice core.
J. Geophys. Res., 105 (D16), 20565-20572.

Röthlisberger, R., R. Mulvaney, E.W. Wolff, M.A. Hutterli, M. Bigler, M. De Angelis, 
M.E. Hansson, J.P. Steffensen, and R. Udisti.  2003.
Limited dechlorination of sea-salt aerosols during the last glacial period: 
Evidence from the European Project for Ice Coring in Antarctica (EPICA) Dome C ice core. 
J. Geophys. Res., 108 (D16), 4526, doi:10.1029/2003JD003604.

ADDITIONAL REFERENCES (for methods, isotopes, and dating):
Röthlisberger, R., M. Bigler, M. Hutterli, S. Sommer, B. Stauffer, 
H.G. Junghans, and D. Wagenbach  2000.  
Technique for continuous high-resolution analysis of trace substances 
in firn and ice cores.  Environ. Sci. Technol., 34 (2), 338-342. 

Littot, G.C., R. Mulvaney, R. Röthlisberger, R. Udisti, E.W. Wolff, 
E. Castellano, M. De Angelis, M. Hansson, S. Sommer, and J.P. Steffensen. 2002. 
Comparison of analytical methods used for measuring major ions in the 
EPICA Dome C (Antarctica) ice core.  Ann. Glaciol., 35, 299-305.

Jouzel, J., V. Masson, O. Cattani, S. Falourd, M. Stievenard, B. Stenni, 
A. Longinelli, S.J. Johnsen, J.P. Steffensen, J.R. Petit, J. Schwander, 
R. Souchez, and N.I. Barkov. 2001. 
A new 27 ky high resolution East Antarctic climate record. 
Geophys. Res. Lett., 28 (16), 3199-3202.
 
Stenni, B., J. Jouzel, V. Masson-Delmotte, R. Röthlisberger, E. Castellano, 
O. Cattani, S. Falourd, S.J. Johnsen, A. Longinelli, J.P. Sachs, E. Selmo, 
R. Souchez, J.P. Steffensen, and R. Udisti. 2003. 
A late-glacial high resolution site and source temperature record derived from 
the EPICA Dome C isotope records (East Antarctica). 
Earth Planet. Sci. Lett., 217 (1-2), 183-195, doi:10.1016/S0012-821X(03)00574-0.
 
Schwander, J., J. Jouzel, C.U. Hammer, J.R. Petit, R. Udisti, and E. Wolff. 2001. 
A tentative chronology for the EPICA Dome Concordia ice core.  
Geophys. Res. Lett., 28 (22), 4243-4246.  
 


GEOGRAPHIC REGION: Antarctica
PERIOD OF RECORD:  44KYrBP - present

DESCRIPTION: 
Chemical records obtained by continuous flow analysis (CFA) and ion chromatography (IC).  
Data from 0 to 44850 yr BP are from EDC96 ice core 
 
Dating according to EPICA Dome C ice core timescale EDC1. 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/epica_domec/edc_timescale.txt 

Location: Dome C, Antarctica, 75°06'S, 123°21'E, 3233m asl


Data: 

Column 1: Depth of the middle of the 55cm-interval (m)
Column 2: Age (years before 1950, EDC1 timescale)
Column 3: Na concentration, measured by CFA (ppb)
Column 4: Na concentration, measured by IC (ppb)
Column 5: Cl concentration, measured by IC  (ppb)
Column 6: NO3 concentration, measured by CFA (ppb)
Column 7: delta deuterium (per mil)
 
 
 Depth        Age      Na_CFA     Na_IC       Cl_IC    NO3_CFA    deuterium
370.425    11800.1     23.122    23.0982    8.50182      9.212       -404
370.975    11823.1      24.88      26.16    10.9709      9.781     -398.2
371.525    11846.5     23.384    28.1818    12.5455      9.708       -400
372.075      11870     30.858       NaN        NaN      12.461     -399.8
372.625    11893.8     28.048    24.7105    11.5905     13.431     -406.2
373.175    11917.8     29.001    25.9518    11.8136     12.388     -403.5
373.725    11942.1     32.006    36.2718    14.1027     12.914     -405.5
374.275    11966.5     30.744       NaN        NaN        11.4     -414.8
374.825      11991     27.842     22.777     8.5405     10.022     -406.2
375.375    12015.7     28.339    26.3445    10.5782       9.88     -405.8
375.925    12040.5     24.126    24.9167    10.3333      9.862     -410.9
376.475    12065.5     20.857       NaN        NaN      11.408     -403.7
377.025    12090.6     27.738      21.58    9.62636     12.169     -400.6
377.575      12116       NaN     27.3227    9.13727     12.473     -409.6
378.125    12141.5       NaN     35.6664    12.8755     11.851     -401.2
378.675    12167.3     31.281       NaN        NaN       9.884     -413.3
379.225    12193.2     26.736    28.4291    9.87545     11.138     -414.3
379.775    12219.5     32.109    34.5973      12.88      9.703     -408.8
380.325      12246     28.465    33.9167      10.25      9.932     -417.4
380.875    12272.6     30.555       NaN        NaN       9.931     -406.8
381.425    12299.7     32.499    23.9418    6.84909      8.113     -404.3
381.975    12326.8     36.609    36.1227    14.8291      8.991     -412.4
382.525    12354.4     31.692    45.3525    21.5992      9.248     -412.6
383.075    12382.1     40.075       NaN        NaN      10.105     -410.9
383.625    12410.2     34.524    29.6545    12.1418     10.358     -420.8
384.175    12438.4     39.176      40.28    14.1409     10.853     -417.2
384.725    12466.7     36.302       NaN        NaN       9.787     -418.8
385.275    12495.1     39.168       NaN        NaN      10.175     -415.6
385.825    12523.6     31.301    37.6591    19.9027      9.304     -418.6
386.375      12552     32.198    34.3736      12.88     11.355     -410.9
386.925    12580.5     30.769    38.5491      16.25     11.911     -413.7
387.475    12608.9     39.931       NaN        NaN        9.62     -412.7
388.025    12637.3     35.456    33.0018    16.4664     10.714     -419.3
388.575    12665.6     35.024    36.4336    10.1818     13.643     -420.8
389.125    12693.8     39.774       NaN        NaN      14.101     -412.1
389.675    12721.9     34.246       NaN        NaN      10.499       -416
390.225      12750     41.438      36.55    21.6873     12.347     -408.8
390.775    12777.9     35.103      36.29     12.996     10.277     -413.9
391.325    12805.8     40.145    48.4982    23.0782     10.306     -416.4
391.875    12833.7     32.399       NaN        NaN      13.411     -417.7
392.425    12861.5     36.251    36.4664    20.1564     13.921     -414.9
392.975    12889.2     36.001    39.1409    27.5218      11.91     -410.4
393.525    12916.8     38.405    40.9091    22.9091     15.168     -411.6
394.075    12944.3     35.274       NaN        NaN        9.73       -415
394.625    12971.8     28.123      38.14    15.8736     11.853     -418.4
395.175    12999.2     30.784    31.1291    19.8036     15.436     -415.5
395.725    13026.4     34.772    42.6409    20.9755     13.555     -412.9
396.275    13053.6     39.374       NaN        NaN      11.733       -408
396.825    13080.8     35.311    35.6445    13.7445     12.059     -410.8
397.375      13108      24.33    32.6009    20.7336     13.042     -414.8
397.925    13135.2      34.72       NaN        NaN      15.236     -408.7
398.475    13162.5     46.989       NaN        NaN       13.08     -408.5
399.025    13189.8     45.532    36.3991      18.01     13.652     -411.8
399.575    13217.3     48.123    40.5564    21.1309     15.402     -412.8
400.125    13244.9     47.591    39.4655    16.7582      12.82       -419
400.675    13272.6     45.494       NaN        NaN      13.074     -417.5
401.225    13300.3     42.647    32.4745    11.9355     13.751       -414
401.775      13328     42.096    34.8191      15.87     12.972     -416.6
402.325    13355.9     38.648    31.9091    10.2727     13.202     -410.8
402.875    13383.8     47.054       NaN        NaN      13.543     -403.4
403.425    13411.8     50.871    41.4791    11.6745     13.749     -413.7
403.975    13439.8     50.749    42.5427      17.01     13.539     -410.2
404.525      13468     49.727     37.964     11.962     12.421     -415.9
405.075    13496.3     41.241       NaN        NaN      13.862     -416.8
405.625    13524.6     41.531    35.0582    12.6645      14.87     -417.3
406.175    13552.9     45.953    40.6073    13.3627     12.317     -417.1
406.725    13581.1     45.023       NaN        NaN      16.023     -411.9
407.275    13609.2      39.95       NaN        NaN      11.442     -415.5
407.825    13637.3     36.105    30.1164    20.8109     15.379     -413.4
408.375    13665.1     53.053    49.6173    30.7455     12.324       -405
408.925    13692.9     39.394      42.65    18.5627     13.217     -417.2
409.475    13720.5     49.765       NaN        NaN      12.159     -405.5
410.025    13747.9     43.496    43.1718    21.7536     11.972     -414.3
410.575    13775.2     36.631    37.7364    14.2564     13.415     -414.8
411.125    13802.3     32.363       NaN        NaN      13.224       -412
411.675    13829.2     34.196       NaN        NaN       11.72     -407.5
412.225      13856       28.1     28.5359.920909091     11.836     -403.4
412.775    13882.7     38.482    31.9027    15.5736     13.851     -402.3
413.325    13909.2     42.566    44.3391    18.4245     11.337     -405.9
413.875    13935.7     33.996       NaN        NaN       11.25     -410.4
414.425      13962     31.226    28.1164    22.7018     10.909     -410.8
414.975    13988.2     38.412    35.4427    25.7936     13.272     -413.4
415.525    14014.1     31.961    26.1667       15.5     12.326       -406
416.075      14040     27.603       NaN        NaN      11.836     -402.6
416.625    14065.6      28.45    25.4255    11.3709     13.294     -404.3
417.175    14091.1      39.23    41.3182    17.4273     12.124     -406.9
417.725    14116.4     19.029     31.758     18.206     12.181     -411.2
418.275    14141.7     22.605       NaN        NaN      12.303     -392.2
418.825      14167      32.99    27.0155    14.6118     15.043     -397.7
419.375    14192.5     39.009    29.3209    18.4691     16.637     -399.1
419.925    14218.1     34.309       NaN        NaN      11.966     -402.3
420.475    14244.2     41.998       NaN        NaN      11.532     -401.1
421.025    14270.3     35.249    27.9827    11.6345     11.668     -403.9
421.575    14297.2     50.085    49.3727    20.8182     13.368     -401.2
422.125    14324.2     50.173    47.7564    27.3836     12.554     -418.2
422.675    14351.7     32.025       NaN        NaN      11.518     -408.8
423.225    14379.6     40.134    36.8927    16.0618      9.738     -402.3
423.775    14407.8     45.541    42.3709    21.1655      10.29     -411.1
424.325    14436.5     41.287    35.3225    15.7675     14.332     -411.1
424.875    14465.5     44.651       NaN        NaN      12.827     -407.3
425.425    14494.8     47.876    40.4373    21.4209     14.164     -413.6
425.975    14524.3     41.698    40.1182    17.8627     13.187     -411.2
426.525    14553.9     37.333    40.6482    21.0918      11.65     -418.6
427.075    14583.6      35.32       NaN        NaN      11.727     -415.7
427.625    14613.3     35.224    32.9364    18.3636     12.219     -411.3
428.175      14643     43.644    39.5525    20.8683      8.471     -416.2
428.725    14672.5     35.978    34.4286         15      9.246     -412.6
429.275      14702     39.874       NaN        NaN      21.747     -407.6
429.825    14731.4     39.049    32.2991    22.2573     12.363     -410.1
430.375    14760.8     36.073    36.2609    17.4527      8.991     -411.6
430.925    14790.2     40.759    52.0064      32.98      12.87     -407.5
431.475    14819.6     35.837       NaN        NaN       9.433     -409.9
432.025      14849     36.569    46.2755    23.0282      7.646     -411.3
432.575    14878.6     30.388    34.0691      18.05     12.148       -419
433.125    14908.2     39.042    40.2877    20.0038     11.095     -399.4
433.675    14938.1     43.608       NaN        NaN      10.225       -413
434.225    14968.1     40.722    48.1745    31.0936      9.739     -416.4
434.775    14998.2     45.433    43.7182    39.9009     21.228     -416.3
435.325    15028.7      39.21    50.1936    42.5591     12.492       -410
435.875    15059.3     36.245       NaN        NaN       9.069     -410.7
436.425    15090.4     29.133    32.3436    16.3464     10.931     -412.7
436.975    15121.7     30.941    38.3864    18.8591      8.767     -411.8
437.525    15153.5     40.396      49.45      30.35      8.083     -414.2
438.075    15185.4     49.155       NaN        NaN       9.518     -416.6
438.625    15217.8     46.291    42.4655    32.4955     12.881       -420
439.175    15250.3     50.221    50.1273    56.6482     11.713     -418.5
439.725    15283.1      40.75    51.6955    35.1855     11.368     -419.6
440.275      15316     44.546       NaN        NaN       7.693     -418.7
440.825    15349.1     35.805    38.7145    25.5136       8.87     -420.1
441.375    15382.3     34.228    39.3136    27.9982      9.399     -419.8
441.925    15415.5     35.891       NaN        NaN       14.77       -414
442.475    15448.8     53.127       NaN        NaN        NaN      -416.2
443.025    15482.1     45.938    43.4636    28.9127     10.813     -417.6
443.575    15515.6     49.649    45.9727    55.6255     12.747     -421.6
444.125      15549     49.309    55.2964    69.5464     11.045     -416.6
444.675    15582.6     43.583       NaN        NaN      11.768     -423.8
445.225    15616.3     62.616    44.6855    53.6627     13.079     -414.2
445.775    15650.1     61.395    53.9009    88.4236     16.092     -417.8
446.325      15684     45.599       NaN        NaN       8.733     -416.9
446.875    15718.1     56.626       NaN        NaN      10.988     -419.1
447.425    15752.6     51.486    44.6645    56.0655     12.893     -417.3
447.975    15787.2     54.925     52.098     49.046     24.624     -419.1
448.525    15822.2     53.219    89.5736    114.872     17.949     -420.3
449.075    15857.4     62.421       NaN        NaN      15.748     -422.5
449.625      15893     71.888    51.7082    104.657     18.011     -417.7
450.175    15928.8      65.15    65.5709    101.929     17.098     -425.4
450.725    15964.9     57.831       NaN        NaN      20.049     -420.8
451.275    16001.3         61       NaN        NaN      21.456     -421.1
451.825    16037.9      63.63    55.7855    78.7091     17.908     -424.1
452.375    16074.7     55.351      57.75    65.6091     13.691     -426.8
452.925    16111.7     61.842    66.4718    85.4418     17.995     -425.9
453.475    16148.9      66.12       NaN        NaN      19.229     -420.9
454.025    16186.1     49.551    42.5327    87.6082     16.718     -421.9
454.575    16223.7     63.558    67.7636    123.219     17.858     -421.7
455.125    16261.3      63.63       NaN        NaN      17.995     -422.6
455.675    16299.3     64.965       NaN        NaN      23.034     -429.8
456.225    16337.6     70.379    58.9455    103.951     22.703     -423.9
456.775      16376     59.184    65.3582     109.45     22.602     -421.9
457.325    16414.9     57.167       65.5    82.8571     16.706     -425.8
457.875    16454.1     57.167       NaN        NaN      20.416       -426
458.425    16493.8     60.915    65.6136    73.5391     24.827     -425.7
458.975    16533.7      71.88      72.51      91.21     24.013     -426.4
459.525    16574.3     69.677    74.6667    71.8333     36.357     -434.2
460.075    16615.1       NaN        NaN        NaN      22.434     -427.5
460.625    16656.5       NaN     58.5145      64.04     15.739     -429.9
461.175    16698.2       NaN     63.0536    128.842     19.228     -428.1
461.725    16740.4       NaN     94.9536    124.246     31.132     -426.1
462.275      16783     73.984       NaN        NaN       18.14     -438.3
462.825    16825.9     70.131    65.1936    115.486     22.064     -429.4
463.375    16869.3     79.939    77.8082    136.823     24.407     -434.5
463.925    16912.9     79.403    77.5385      127.5     28.695     -433.9
464.475    16956.8     66.191       NaN        NaN      17.488     -434.6
465.025    17000.8     62.383    65.2191    92.6191     22.594     -439.3
465.575    17045.1     64.729    75.0336    130.113     21.649     -431.6
466.125    17089.6      60.24    80.9373      118.6     31.244       -432
466.675    17134.3     73.448       NaN        NaN      26.451     -435.5
467.225    17179.3     81.931    73.5791    141.131     27.529     -429.4
467.775    17224.7     78.156    80.2627    170.481     33.329     -437.2
468.325    17270.4     86.116    83.5714    150.071     29.013     -429.5
468.875    17316.4     87.348      105.5      151.5     43.048     -441.5
469.425      17363     87.473      83.72    166.977     40.499     -436.2
469.975    17409.8      97.21    101.855    173.438     33.915     -435.6
470.525    17457.3     83.664       NaN        NaN      32.738     -439.9
471.075    17504.9     85.715       NaN        NaN      34.805     -435.5
471.625    17553.1      92.74    89.3691    155.578     43.537     -439.7
472.175    17601.5     85.085    100.462    165.021     41.739     -442.5
472.725    17650.1     84.534       NaN        NaN      33.178     -442.1
473.275    17698.9    102.233       NaN        NaN      54.098     -442.1
473.825    17747.8     84.899    76.6317    155.623     55.438     -443.5
474.375    17796.8     99.633    110.445    166.916     60.216     -433.9
474.925    17845.9    105.462    106.108     163.81     56.808       -439
475.475    17895.2    102.096       NaN        NaN       34.94     -443.7
476.025    17944.4       NaN     87.3045    127.781       NaN      -438.6
476.575    17993.9     110.11    100.119    173.644      61.53     -438.4
477.125    18043.4    110.073    98.7857    164.357     46.018     -442.5
477.675    18092.9    114.406       NaN        NaN      44.677     -444.2
478.225    18142.5     98.474    88.9491    162.556     36.866     -443.1
478.775    18192.2    114.304    103.156    164.699     47.798     -440.5
479.325    18241.9    120.175    101.807    151.335     45.355     -440.7
479.875    18291.6       NaN        NaN        NaN       49.86     -438.8
480.425    18341.4       NaN     89.9027    154.604     66.878     -440.3
480.975    18391.2     92.364    91.0582    186.867     69.939     -441.9
481.525    18441.1    105.126    114.429    200.857      77.36     -441.7
482.075      18491     97.056       NaN        NaN      64.557     -441.4
482.625    18540.9     84.795    86.5682     120.27     60.203     -442.3
483.175    18590.8     114.14    106.968     175.34     43.355     -441.6
483.725    18640.7     94.383113.8363636     180.58      38.01     -447.4
484.275    18690.5     95.934       NaN        NaN      33.758     -437.2
484.825    18740.3     98.642    88.3745    142.044     67.388     -440.8
485.375    18790.2     98.332    90.2973    170.618      43.48     -436.5
485.925      18840    104.765    91.0909    170.636     52.166     -444.8
486.475    18889.8    103.012       NaN        NaN      42.774     -440.5
487.025    18939.7    105.037    96.0236    155.387     34.199     -442.9
487.575    18989.6     94.312     102.85     178.69     53.962     -441.4
488.125    19039.4     93.428    117.235     171.58     55.626     -439.3
488.675    19089.3    101.232       NaN        NaN      45.309     -443.4
489.225    19139.2    107.056     100.35    233.793     47.756     -438.2
489.775    19189.1     96.192    92.6645    171.861     64.125       -446
490.325    19238.9     84.595       NaN        NaN      41.046     -441.3
490.875    19288.6     97.942       NaN        NaN        NaN      -435.8
491.425    19338.2     97.318    93.9618        169       NaN      -447.9
491.975    19387.8     90.766    91.5318    167.242       NaN      -444.6
492.525    19437.3     94.708    107.164    149.997       NaN      -436.3
493.075    19486.8    101.119       NaN        NaN      68.619     -442.5
493.625    19536.3    100.172    90.0364    177.669     49.913     -441.3
494.175    19585.8    108.537    104.059    171.247     63.726       -432
494.725    19635.5    108.059       NaN        NaN     106.279     -442.6
495.275    19685.3    107.109       NaN        NaN       55.31     -438.7
495.825    19735.3     99.905    87.6909    138.167     54.343     -445.1
496.375    19785.5    112.253    108.594    191.738     60.565     -440.2
496.925    19835.7     97.158       NaN        NaN      44.633     -443.8
497.475    19886.1    105.677       NaN        NaN      57.256       -443
498.025    19936.5    103.155    99.8736    178.778      59.68     -446.5
498.575    19986.8     123.54    102.701     195.63     62.924     -441.5
499.125      20037    148.239    102.275    196.883     82.363     -446.5
499.675    20086.9     89.963       NaN        NaN      64.715     -444.9
500.225    20136.7     99.055       83.7    130.901     63.415     -438.9
500.775    20186.3      87.01       NaN        NaN      60.794     -438.3
501.325    20235.8     98.169    118.309    186.723     58.191     -436.4
501.875    20285.2    107.523       NaN        NaN      73.969     -442.4
502.425    20334.4     114.12    93.1655    181.653     52.563       -448
502.975    20383.6     101.69    98.6355    148.588     43.517     -444.2
503.525    20432.6     98.059    98.8571    162.308     73.083     -441.7
504.075    20481.6     94.377       NaN        NaN      41.496     -439.5
504.625    20530.5     77.732    79.6691    103.065     30.843     -442.1
505.175    20579.5     93.906    101.309    207.818     42.787     -437.5
505.725    20628.4     94.845    124.485    199.882     81.337     -444.1
506.275    20677.3    119.074       NaN        NaN     148.891     -440.6
506.825    20726.2     99.805    92.7473        195     64.257     -442.5
507.375    20775.2    112.709    99.1118    192.554     39.339     -443.5
507.925    20824.2    122.945       NaN        NaN      60.015     -443.7
508.475    20873.3    105.046       NaN        NaN      61.202     -446.5
509.025    20922.3     98.043    85.6836    120.353     55.482     -438.8
509.575    20971.4     77.911    101.128    192.361     61.707     -438.3
510.125    21020.6     79.835    120.744    203.273     55.784     -441.2
510.675    21069.7       NaN        NaN        NaN      50.338     -442.3
511.225      21119       NaN     89.1555    165.665     46.056     -443.3
511.775    21168.4       NaN      106.03    185.515     70.866     -443.2
512.325    21217.9       NaN        NaN        NaN      59.337     -439.5
512.875    21267.4       NaN        NaN        NaN      42.308     -441.5
513.425    21317.1       NaN     97.7473    171.384     41.659     -441.8
513.975    21366.7    111.144    108.955    190.464     45.843     -442.2
514.525    21416.5    115.696    105.917    182.038     41.453     -441.7
515.075    21466.3    124.243       NaN        NaN      46.537     -446.3
515.625    21516.1    110.036    95.9555    161.555     53.206     -440.9
516.175    21565.8    110.141    104.205     198.47     87.906     -442.5
516.725    21615.4    111.331    101.564    190.273     52.231     -437.8
517.275    21664.9    101.183       NaN        NaN      41.496     -439.7
517.825    21714.5     92.175    96.4127    155.635     35.791     -445.6
518.375    21763.9     78.002    97.8364    185.215     46.591     -445.7
518.925    21813.3      79.34    115.972    193.441     64.256     -440.6
519.475    21862.5     65.346       NaN        NaN       57.51     -436.9
520.025    21911.7      89.49    98.7645    166.125     79.141     -432.8
520.575      21961    100.805    102.671    188.401     62.091     -446.1
521.125    22010.3    110.645    122.575    220.308     62.995     -443.7
521.675    22059.6    124.034       NaN        NaN      94.985     -438.8
522.225    22108.8    108.473    93.0409    186.044     66.283     -443.3
522.775    22158.1    113.068    120.783    205.517     53.494     -446.2
523.325    22207.3    102.455     118.02    199.368     77.306     -442.9
523.875    22256.6    106.231       NaN        NaN      64.294     -439.2
524.425    22305.9    117.099    102.995    180.863     84.929     -437.7
524.975    22355.3    116.036    100.755    175.258     53.085     -436.2
525.525    22404.8    106.492    107.308    176.615     63.577       -442
526.075    22454.4    110.702       NaN        NaN       45.55     -440.3
526.625    22504.2    107.744    92.3109    151.959     65.513     -443.1
527.175    22554.1    113.689     108.23    195.966     48.241     -442.2
527.725    22604.2    109.848    112.956    186.502     54.482     -444.4
528.275    22654.2    119.017       NaN        NaN      58.173     -445.4
528.825    22704.2    101.402    95.2018    168.228     65.723     -443.5
529.375    22754.1    117.829    111.435    206.065     52.353     -438.3
529.925      22804      105.1    91.9286    165.357     49.967     -445.8
530.475    22853.7     96.262       NaN        NaN      38.512       -445
531.025    22903.3     97.438    79.8245    135.695     35.287     -435.6
531.575    22952.9    104.929    106.963    193.326      45.68     -440.3
532.125    23002.3    103.763    111.557    186.031     58.828       -442
532.675    23051.8    106.842       NaN        NaN      66.752     -437.9
533.225    23101.2    121.342    115.224    179.021      76.37     -440.8
533.775    23150.7    100.066    90.1155    153.952     38.729     -445.1
534.325    23200.1     99.413    92.3333    130.545     64.875     -439.5
534.875    23249.5    108.935       NaN        NaN       58.12     -445.5
535.425    23298.6    110.883    97.7509    158.988     81.782     -441.7
535.975    23347.7     95.408    97.3127    181.776     55.888     -443.3
536.525    23396.4     98.522     110.22    195.369     67.459     -441.9
537.075      23445     95.953       NaN        NaN      43.298       -444
537.625    23493.1     92.651    94.7882    144.632     39.297     -442.9
538.175    23541.1     83.806    78.0364    138.609      25.64     -440.2
538.725    23588.7     80.838    83.3636    152.182     25.668     -436.1
539.275    23636.2     81.553       NaN        NaN      28.553     -438.6
539.825    23683.6     90.362    86.5673    175.625     34.905     -434.9
540.375      23731    101.693    99.6173     126.33     50.814     -439.5
540.925    23778.3     82.372    99.1064    140.411     32.101     -440.7
541.475    23825.7       NaN        NaN        NaN        31.3     -438.3
542.025    23873.2       NaN     94.5609    124.105     50.758     -447.2
542.575    23920.6     95.104    100.134    156.634     37.927     -441.8
543.125    23968.1     96.813       NaN        NaN      42.701     -439.3
543.675    24015.7     87.227       NaN        NaN      31.446     -441.3
544.225    24063.4     82.236    76.9327    112.032     53.184     -437.7
544.775    24111.2     84.866    80.5491     144.85       NaN      -438.9
545.325    24159.3     77.456    95.5809    141.723       NaN      -439.9
545.875    24207.6     88.729       NaN        NaN        NaN      -437.4
546.425    24256.4    104.422    97.2655    152.535       NaN      -439.3
546.975    24305.4     99.954    98.8582    190.419       NaN      -441.4
547.525    24354.9    117.855     106.75    196.333       NaN      -441.8
548.075    24404.5      96.75       NaN        NaN        NaN      -448.1
548.625    24454.6     98.658    88.1491    146.797       NaN      -445.4
549.175    24504.7     96.578     95.508    184.613     45.114     -443.4
549.725    24554.8     90.793    103.754    167.451     53.256     -442.8
550.275      24605    107.572       NaN        NaN      55.722     -449.3
550.825    24655.1     101.42    100.014     213.17      59.01     -443.8
551.375    24705.1     95.584    96.5682    167.899     60.092     -442.1
551.925    24755.1    103.958    105.692    182.308     50.462       -440
552.475    24804.9      96.95       NaN        NaN      45.437     -439.7
553.025    24854.7    109.161    100.588    188.625     65.618     -444.3
553.575    24904.4    106.636    111.993    167.599     47.389     -441.7
554.125    24954.2    110.543    138.214    214.625     49.166     -446.2
554.675      25004    101.294       NaN        NaN      54.944     -446.4
555.225    25053.9    116.816    106.982    165.389     47.761     -433.5
555.775    25103.9     95.004     90.911    173.132     70.201     -439.7
556.325    25154.1    103.609    97.2857    171.615     80.525     -445.2
556.875    25204.5    124.359       NaN        NaN      63.754     -447.1
557.425      25255    115.446    98.8445    205.025     46.293     -446.2
557.975    25305.5    112.171    100.223    179.208     55.343     -445.6
558.525    25356.2    124.032    119.531    202.146     66.389     -445.2
559.075    25406.8    107.639       NaN        NaN      48.203     -443.1
559.625    25457.5     91.639      89.58     160.87      39.57     -444.9
560.175    25508.1    102.437    110.351    226.066     48.782     -442.2
560.725    25558.8     107.33    109.083    191.333      54.59     -444.9
561.275    25609.4    105.269       NaN        NaN      68.949     -445.6
561.825    25659.9    105.956    112.247    179.275     68.559     -444.9
562.375    25710.4     96.366    107.226    167.978     51.689       -442
562.925    25760.9    111.279    124.682    200.476     62.763       -442
563.475    25811.2    107.016       NaN        NaN      56.763     -447.2
564.025    25861.4    115.841    103.858    206.807     62.929     -448.9
564.575    25911.4    132.261    106.248    223.908     60.168     -447.9
565.125    25961.3    116.771    106.182    195.909     62.515     -443.2
565.675    26010.9    121.614       NaN        NaN      57.045     -445.2
566.225    26060.5    131.425     119.02    176.042     68.357       -445
566.775      26110    110.973    105.225      171.7     75.514       -444
567.325    26159.6    117.652    119.644    186.388     66.502     -443.2
567.875    26209.2    103.289       NaN        NaN      71.162     -441.8
568.425    26258.9     93.394    99.6764    194.727     44.414     -447.2
568.975    26308.5     97.749    110.651    208.236     68.679     -446.2
569.525    26358.3    100.104        108    185.273     62.307     -443.2
570.075      26408     88.812       NaN        NaN      63.042     -448.9
570.625    26457.6    102.337    109.156    172.507     74.687     -439.6
571.175    26507.3    102.875    115.066    196.796     46.918     -443.7
571.725      26557     92.448    115.093    174.715     45.463     -447.3
572.275    26606.7     88.936       NaN        NaN      48.931     -439.9
572.825    26656.3     92.745    103.031    205.355     58.992     -445.2
573.375    26705.9     99.098      98.96    195.193     70.832     -445.9
573.925    26755.5    108.939       NaN        NaN      51.097     -441.1
574.475    26805.1       NaN        NaN        NaN        NaN      -448.6
575.025    26854.6     87.793    80.7109    152.406     68.983     -445.9
575.575    26904.1     98.058    108.863    187.053      61.79     -440.2
576.125    26953.5     94.649    113.308    183.926     70.934     -445.8
576.675    27002.9     90.754       NaN        NaN      66.472     -442.2
577.225    27052.2    108.898    102.821     155.55     56.772     -443.7
577.775    27101.4     98.987    101.483    172.665     48.338       -446
578.325    27150.4     95.482    95.5385    148.462     63.113     -447.4
578.875    27199.4       NaN        NaN        NaN        NaN      -446.9
579.425    27248.2       NaN      101.62    176.349       NaN      -440.5
579.975      27297       NaN     98.2236    187.332       NaN      -443.1
580.525    27345.6     114.56    118.729    193.415     73.294     -444.6
581.075    27394.1    102.983       NaN        NaN      72.306     -447.1
581.625    27442.3    116.316    113.192    200.765     67.967     -443.8
582.175    27490.2     94.466    104.225    198.447     60.124     -444.8
582.725    27537.7    112.421      114.2      196.8     47.669     -444.5
583.275    27584.6     94.447       NaN        NaN      42.314     -445.9
583.825    27631.1     79.398    76.7155      115.1     44.103     -441.6
584.375    27677.5     72.729    78.0418    142.112     41.087       -439
584.925    27723.8       NaN     97.6791    157.882       NaN      -435.9
585.475    27770.3     75.989    73.9417    105.962     40.853     -439.3
586.025    27816.8     89.362    95.2257    143.361     42.389     -427.6
586.575    27863.2    101.701     88.826    137.768      35.46     -441.8
587.125    27909.5     87.288     77.076    138.632     37.439     -440.5
587.675    27955.9    103.368    78.7025    131.982     54.339     -438.4
