# NOAA Paleoclimatology Program - Paleocean Site Data
# odp981d_isot-fwc.txt
# Isotope data only
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Amy E. Draut
# Core/Site:      ODP981
# Latitude:       55.28.00N	( 55.46667)
# Longitude:      14.39.00W	( -14.65)
# Water Depth(m): 2173
#
# Publications:
#   Draut, A.E., M.E. Raymo, J.F. McManus, and D.W. Oppo. 2003. Climate stability
#     during the Pliocene warm period. Paleoceanography 18(4):1078.
#------------------
#
# Description & Notes:
#   Pliocene Warm Period Foraminifer Stable Isotope Data.
#   
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#             d13Ccibid     delta C13 PDB (Cibicidoides sp.)
#             d13Cn.pachy-r delta C13 PDB (Neogloboquadrina pachyderma (right coiling))
#             d18Ocibid     delta O18 PDB (Cibicidoides sp.)
#             d18On.pachy-r delta O18 PDB (Neogloboquadrina pachyderma (right coiling))
#
# CORE: ODP981
depth         yrBP          d18Oc.wuell   d13Ccibid     d13Cn.pachy-r d18Ocibid     d18On.pachy-r notes
 16204         2438080       3.74         -999          -999          -999          -999                        
 16224         2439390       3.47         -999          -999          -999          -999                        
 16244         2440740       3.14         -999          -999          -999          -999                        
 16252         2441280       3.12         -999          -999          -999          -999                        
 16277         2442950       3.07         -999          -999          -999          -999                        
 16302         2444630       2.98         -999          -999          -999          -999                        
 16327         2446300       2.84         -999          -999          -999          -999                        
 16352         2447960       2.74         -999          -999          -999          -999                        
 16377         2449650       2.79         -999          -999          -999          -999                        
 16402         2451310       2.73         -999          -999          -999          -999                        
 16427         2452980       2.7          -999          -999          -999          -999                        
 16452         2454660       2.74         -999          -999          -999          -999                        
 16477         2456330       2.62         -999          -999          -999          -999                        
 16502         2457990       2.71         -999          -999          -999          -999                        
 16527         2459680       2.69         -999          -999          -999          -999                        
 16552         2461340       2.57         -999          -999          -999          -999                        
 16577         2463010       2.63         -999          -999          -999          -999                        
 16594         2464160       2.66         -999          -999          -999          -999                        
 16619         2465840       2.67         -999          -999          -999          -999                        
 16644         2467500       2.77         -999          -999          -999          -999                        
 16669         2469180       2.82         -999          -999          -999          -999                        
 16694         2470850       3.26         -999          -999          -999          -999                        
 16719         2472510       3.32         -999          -999          -999          -999                        
 16744         2474190       3.35         -999          -999          -999          -999                        
 16769         2475870       4.03         -999          -999          -999          -999                        
 16794         2477740       3.5          -999          -999          -999          -999                        
 16819         2479630       3.41         -999          -999          -999          -999                        
 16844         2481500       3.16         -999          -999          -999          -999                        
 16869         2483380       3.07         -999          -999          -999          -999                        
 16894         2485260       2.86         -999          -999          -999          -999                        
 16919         2487140       2.78         -999          -999          -999          -999                        
 16944         2489000       2.87         -999          -999          -999          -999                        
 16969         2490890       2.7          -999          -999          -999          -999                        
 16994         2492760       2.58         -999          -999          -999          -999                        
 17019         2494640       2.86         -999          -999          -999          -999                        
 17044         2496530       2.78         -999          -999          -999          -999                        
 17069         2498400       2.9          -999          -999          -999          -999                        
 17094         2500280       3            -999          -999          -999          -999                        
 17119         2502160       3.16         -999          -999          -999          -999                        
 17144         2504040       3.12         -999          -999          -999          -999                        
 17169         2505910       3.87         -999          -999          -999          -999                        
 17219         2512060       3.8          -999          -999          -999          -999                        
 17228         2513830       3.84         -999          -999          -999          -999                        
 17253         2518720       3.64         -999          -999          -999          -999                        
 17278         2523550       3.09         -999          -999          -999          -999                        
 17303         2528440       3.24         -999          -999          -999          -999                        
 17328         2532010       3.05         -999          -999          -999          -999                        
 17353         2535590       2.93         -999          -999          -999          -999                        
 17378         2539140       2.94         -999          -999          -999          -999                        
 17403         2542720       2.83         -999          -999          -999          -999                        
 17428         2546280       2.69         -999          -999          -999          -999                        
 17453         2549860       2.72         -999          -999          -999          -999                        
 17478         2553420       2.64         -999          -999          -999          -999                        
 17503         2557000       2.63         -999          -999          -999          -999                        
 17525         2558470       2.63         -999          -999          -999          -999                        
 17550         2560000       2.6          -999          -999          -999          -999                        
 17575         2561500       2.59         -999          -999          -999          -999                        
 17600         2563030       2.7          -999          -999          -999          -999                        
 17625         2564540       2.7          -999          -999          -999          -999                        
 17650         2566060       2.73         -999          -999          -999          -999                        
 17675         2567570       2.82         -999          -999          -999          -999                        
 17750         2572100       2.88         -999          -999          -999          -999                        
 17775         2573610       2.88         -999          -999          -999          -999                        
 17800         2575140       3.02         -999          -999          -999          -999                        
 17825         2577250       2.99         -999          -999          -999          -999                        
 17850         2579270       3.05         -999          -999          -999          -999                        
 17875         2581320       2.98         -999          -999          -999          -999                        
 17900         2583370       2.95         -999          -999          -999          -999                        
 17925         2585420       2.9          -999          -999          -999          -999                        
 17950         2587470       2.87         -999          -999          -999          -999                        
 17975         2589530       2.9          -999          -999          -999          -999                        
 18000         2591580       2.9          -999          -999          -999          -999                        
 18020         2593220       2.84         -999          -999          -999          -999                        
 18045         2595270       2.83         -999          -999          -999          -999                        
 18070         2597320       2.74         -999          -999          -999          -999                        
 18095         2599370       2.66         -999          -999          -999          -999                        
 18120         2601450       2.63         -999          -999          -999          -999                        
 18145         2603500       2.58         -999          -999          -999          -999                        
 18170         2605550       2.54         -999          -999          -999          -999                        
 18195         2607600       2.41         -999          -999          -999          -999                        
 18219         2609780       2.6          -999          -999          -999          -999                        
 18242         2611870       2.66         -999          -999          -999          -999                        
 18264         2613880       2.63         -999          -999          -999          -999                        
 18289         2616140       2.6          -999          -999          -999          -999                        
 18314         2618420       2.74         -999          -999          -999          -999                        
 18318         2618780       2.72         -999          -999          -999          -999                        
 18323         2619230       2.83         -999          -999          -999          -999                        
 18333         2620140       3            -999          -999          -999          -999                        
 18338         2620600       2.81         -999          -999          -999          -999                        
 18343         2621050       2.78         -999          -999          -999          -999                        
 18348         2621510       2.73         -999          -999          -999          -999                        
 18353         2621980       2.75         -999          -999          -999          -999                        
 18358         2622410       2.67         -999          -999          -999          -999                        
 18388         2625140       3.02         -999          -999          -999          -999                        
 18418         2627870       2.97         -999          -999          -999          -999                        
 18448         2630600       3.19         -999          -999          -999          -999                        
 18478         2632890       3.05         -999          -999          -999          -999                        
 18538         2637510       3.03         -999          -999          -999          -999                        
 18568         2639800       2.73         -999          -999          -999          -999                        
 18598         2642110       2.68         -999          -999          -999          -999                        
 18628         2644400       2.75         -999          -999          -999          -999                        
 18688         2652540       2.61         -999          -999          -999          -999                        
 18718         2657680       2.82         -999          -999          -999          -999                        
 18748         2662800       2.93         -999          -999          -999          -999                        
 18778         2675000       2.73         -999          -999          -999          -999                        
 18810         2687940       3.18         -999          -999          -999          -999                        
 18816         2690400       3.34         -999          -999          -999          -999                        
 18841         2696070       3.16         -999          -999          -999          -999                        
 18866         2701790       2.48         -999          -999          -999          -999                        
 18891         2705700       2.82         -999          -999          -999          -999                        
 18916         2709560       2.85         -999          -999          -999          -999                        
 18941         2712650       2.79         -999          -999          -999          -999                        
 18966         2715800       2.7          -999          -999          -999          -999                        
 18991         2718870       2.63         -999          -999          -999          -999                        
 19016         2721990       2.64         -999          -999          -999          -999                        
 19041         2725080       2.59         -999          -999          -999          -999                        
 19066         2728200       2.61         -999          -999          -999          -999                        
 19091         2731320       2.46         -999          -999          -999          -999                        
 19116         2734390       2.64         -999          -999          -999          -999                        
 19130         2736120       2.53         -999          -999          -999          -999                        
 19141         2738450       2.53         -999          -999          -999          -999                        
 19155         2741390       2.56         -999          -999          -999          -999                        
 19180         2743370       2.59         -999          -999          -999          -999                        
 19205         2745400       2.7          -999          -999          -999          -999                        
 19230         2747360       2.59         -999          -999          -999          -999                        
 19255         2749390       2.76         -999          -999          -999          -999                        
 19280         2751400       2.63         -999          -999          -999          -999                        
 19305         2753400       2.75         -999          -999          -999          -999                        
 19330         2755410       2.75         -999          -999          -999          -999                        
 19355         2757360       2.69         -999          -999          -999          -999                        
 19370         2758570       2.71         -999          -999          -999          -999                        
 19420         2762580       2.88         -999          -999          -999          -999                        
 19445         2764590       2.99         -999          -999          -999          -999                        
 19470         2766590       3.2          -999          -999          -999          -999                        
 19495         2768600       3.27         -999          -999          -999          -999                        
 19520         2769440       3.35         -999          -999          -999          -999                        
 19545         2773620       3.24         -999          -999          -999          -999                        
 19570         2777800       3.07         -999          -999          -999          -999                        
 19595         2779850       3.09         -999          -999          -999          -999                        
 19620         2781900       3.33         -999          -999          -999          -999                        
 19650         2784350       3.4          -999          -999          -999          -999                        
 19675         2785470       3.31         -999          -999          -999          -999                        
 19700         2786600       2.95         -999          -999          -999          -999                        
 19725         2787720       2.89         -999          -999          -999          -999                        
 19750         2788850       2.73         -999          -999          -999          -999                        
 19775         2789970       2.51         -999          -999          -999          -999                        
 19800         2791410       2.59         -999          -999          -999          -999                        
 19825         2792480       2.77         -999          -999          -999          -999                        
 19850         2793540       2.77         -999          -999          -999          -999                        
 19875         2794600       2.71         -999          -999          -999          -999                        
 19900         2795660       2.63         -999          -999          -999          -999                        
 19925         2796730       2.63         -999          -999          -999          -999                        
 19945         2797580       2.7          -999          -999          -999          -999                        
 19970         2798640       2.62         -999          -999          -999          -999                        
 20020         2800760       2.67         -999          -999          -999          -999                        
 20045         2802590       2.44         -999          -999          -999          -999                        
 20070         2805400       3.04         -999          -999          -999          -999                        
 20095         2811050       3.09         -999          -999          -999          -999                        
 20120         2816100       3.15         -999          -999          -999          -999                        
 20145         2818700       3.07         -999          -999          -999          -999                        
 20170         2821310       2.83         -999          -999          -999          -999                        
 20195         2823920       2.84         -999          -999          -999          -999                        
 20209         2825370       2.69         -999          -999          -999          -999                        
 20234         2827980       2.71         -999          -999          -999          -999                        
 20259         2830390       2.78         -999          -999          -999          -999                        
 20284         2832790       2.98         -999          -999          -999          -999                        
 20309         2835190       2.87         -999          -999          -999          -999                        
 20334         2837600       3.03         -999          -999          -999          -999                        
 20359         2842510       3.1          -999          -999          -999          -999                        
 20384         2847040       2.87         -999          -999          -999          -999                        
 20409         2851550       2.78         -999          -999          -999          -999                        
 20434         2856090       2.73         -999          -999          -999          -999                        
 20459         2860600       2.61         -999          -999          -999          -999                        
 20484         2873990       2.88         -999          -999          -999          -999                        
 20509         2883600       2.84         -999          -999          -999          -999                        
 20534         2888010       2.51         -999          -999          -999          -999                        
 20559         2891140       2.55         -999          -999          -999          -999                        
 20584         2894270       2.8          -999          -999          -999          -999                        
 20609         2897400       2.91         -999          -999          -999          -999                        
 20634         2913920       2.42         -999          -999          -999          -999                        
 20659         2923640       2.45         -999          -999          -999          -999                        
 20684         2929740       2.68         -999          -999          -999          -999                        
 20709         2935820       2.68         -999          -999          -999          -999                        
 20734         2941900       2.84         -999          -999          -999          -999                        
 20759         2948000       3.03         -999          -999          -999          -999                        
 20778         2954320       2.81         -999          -999          -999          -999                        
 20828         2971000       2.54         -999          -999          -999          -999                        
 20853         2981730       2.79         -999          -999          -999          -999                        
 20878         2992470       2.98         -999          -999          -999          -999                        
 20903         3003200       3.1          -999          -999          -999          -999                        
 20928         3008800       3            -999          -999          -999          -999                        
 20953         3014420       2.95         -999          -999          -999          -999                        
 20978         3020020       2.76         -999          -999          -999          -999                        
 21003         3025600       2.57         -999          -999          -999          -999                        
 21028         3030420       2.63         -999          -999          -999          -999                        
 21053         3035270       2.79         -999          -999          -999          -999                        
 21078         3038670       2.87         -999          -999          -999          -999                        
 21103         3045830       2.75         -999          -999          -999          -999                        
 21128         3052960       2.66         -999          -999          -999          -999                        
 21153         3060090       2.63         -999          -999          -999          -999                        
 21178         3067240       2.51         -999          -999          -999          -999                        
 21182         3069000       2.49         -999          -999          -999          -999                        
 21207         3075370       2.5          -999          -999          -999          -999                        
 21232         3081760       2.56         -999          -999          -999          -999                        
 21257         3088120       2.68         -999          -999          -999          -999                        
 21282         3094490       2.69         -999          -999          -999          -999                        
 21307         3100870       2.96         -999          -999          -999          -999                        
 21332         3107250       2.95         -999          -999          -999          -999                        
 21357         3113630       2.98         -999          -999          -999          -999                        
 21382         3120000       3.1          -999          -999          -999          -999                        
 21407         3125290       3.09         -999          -999          -999          -999                        
 21428         3131340       2.53         -999          -999          -999          -999                        
 21453         3138530       2.5          -999          -999          -999          -999                        
 21478         3147350       2.42         -999          -999          -999          -999                        
 21503         3156180       2.6          -999          -999          -999          -999                        
 21528         3165000       2.73         -999          -999          -999          -999                        
 21553         3167130       2.57         -999          -999          -999          -999                        
 21578         3169280       2.44         -999          -999          -999          -999                        
 21603         3171400       2.43         -999          -999          -999          -999                        
 21628         3173540       2.43         -999          -999          -999          -999                        
 21653         3175670       2.51         -999          -999          -999          -999                        
 21678         3177820       2.39         -999          -999          -999          -999                        
 21703         3179950       2.39         -999          -999          -999          -999                        
 21728         3182070       2.43         -999          -999          -999          -999                        
 21778         3186350       2.33         -999          -999          -999          -999                        
 21803         3188490       2.37         -999          -999          -999          -999                        
 21823         3190190       2.51          0.66         -0.14          2.51          1.01         981A   22  4    85- 87      
 21828         3190620       2.38          0.56         -0.34          2.38          0.81         981A   22  4     90-92      
 21833         3191050       2.42          0.45          0.01          2.42          1.07         981A   22  4    95- 97      
 21838         3191470       2.34          0.35         -0.34          2.34          0.91         981A   22  4   100-102      
 21843         3191900       2.47          0.75         -0.29          2.47          0.9          981A   22  4   105-107      
 21848         3192330       2.4           0.51         -0.4           2.4           0.85         981A   22  4   110-112      
 21853         3192770       2.46          0.63         -0.48          2.46          0.83         981A   22  4   115-117      
 21858         3193180       2.47          0.33         -0.29          2.47          0.74         981A   22  4   120-122      
 21863         3193610       2.37          0.61         -0.16          2.37          1.13         981A   22  4   125-127      
 21868         3194050       2.41          0.81         -0.52          2.41          0.82         981A   22  4   130-132      
 21873         3194460       2.37          0.35         -0.36          2.37          0.83         981A   22  4   135-137      
 21878         3194890       2.49          0.47         -0.49          2.49          0.87         981A   22  4   140-142      
 21883         3195330       2.42          0.44         -0.1           2.42          0.77         981A   22  4   145-147      
 21893         3196170       2.36          0.1          -0.48          2.36          0.8          981A   22  5       5-7      
 21898         3196610       2.42          0.56         -0.3           2.42          0.83         981A   22  5     10-12      
 21903         3197020       2.5           0.44         -0.36          2.5           0.81         981A   22  5     15-17      
 21908         3197450       2.36          0.19         -0.49          2.36          0.79         981A   22  5    20- 22      
 21913         3197880       2.41          0.85         -0.54          2.41          0.99         981A   22  5    25- 27      
 21918         3198300       2.42          0.57         -0.42          2.42          0.81         981A   22  5    30- 32      
 21924         3198820       2.42          0.78         -0.29          2.42          0.8          981A   22  5    36- 38      
 21928         3199160       2.6           0.6          -0.47          2.6           0.88         981A   22  5     40-42      
 21933         3199580       2.28          0.66         -0.27          2.28          0.82         981A   22  5    45- 47      
 21940         3200180       2.42          0.47         -0.32          2.42          0.92         981A   22  5    52- 54      
 21943         3200440       2.56          0.24         -0.27          2.56          0.89         981A   22  5    55- 57      
 21949         3200960       2.43          0.31         -0.39          2.43          0.76         981A   22  5    61- 63      
 21953         3201300       2.53          0.72         -0.44          2.53          0.81         981A   22  5     65-67      
 21959         3201810       2.43          0.43         -0.52          2.43          0.88         981A   22  5    71- 73      
 21963         3202150       2.47          0.77         -0.43          2.47          0.86         981A   22  5    75- 77      
 21968         3202580       2.42          0.63         -0.4           2.42          0.93         981A   22  5    80- 82      
 21973         3203000       2.44          0.87         -0.25          2.44          0.9          981A   22  5    85- 87      
 21978         3203440       2.51          0.68         -0.68          2.51          0.77         981A   22  5     90-92      
 21983         3203860       2.43          0.88         -0.36          2.43          0.92         981A   22  5    95- 97      
 21988         3204280       2.52          0.83         -0.43          2.52          0.87         981A   22  5   100-102      
 21993         3204720       2.36          0.76         -0.19          2.36          0.84         981A   22  5   105-107      
 21998         3205140       2.5           0.65         -0.48          2.5           0.65         981A   22  5   110-112      
 22003         3205560       2.64          0.65         -0.74          2.64          0.76         981A   22  5   115-117      
 22008         3206000       2.45          0.14         -0.33          2.45          0.82         981A   22  5   120-122      
 22013         3206420       2.45          0.86         -0.17          2.45          0.77         981A   22  5   125-127      
 22018         3206840       2.54          0.64         -0.37          2.54          0.86         981A   22  5   130-132      
 22023         3207280       2.41          0.13         -0.5           2.41          0.93         981A   22  5   135-137      
 22028         3207710       2.61          0.26         -0.3           2.61          0.9          981A   22  5   140-142      
 22033         3208120       2.44          0.39         -0.49          2.44          0.77         981A   22  5   145-147      
 22043         3208990       2.44          0.52         -0.37          2.44          0.76         981A   22  6       5-7      
 22048         3209410       2.33          0.78         -0.39          2.33          0.82         981A   22  6     10-12      
 22053         3209840       2.6           0.48         -0.31          2.6           0.85         981A   22  6     15-17      
 22058         3210270       2.43          0.52         -0.34          2.43          0.74         981A   22  6    20- 22      
 22063         3210690       2.43          0.58         -0.4           2.43          0.84         981A   22  6    25- 27      
 22068         3211120       2.5           0.55         -0.3           2.5           0.58         981A   22  6    30- 32      
 22074         3211630       2.49          0.51         -0.43          2.49          0.87         981A   22  6    36- 38      
 22078         3211970       2.57          0.9          -0.43          2.57          0.8          981A   22  6     40-42      
 22083         3212400       2.41          0.65         -0.42          2.41          0.55         981A   22  6    45- 47      
 22090         3213000      -999           0.88         -999          -999          -999          981A   22  6    52- 54      
 22090         3213000       2.37          0.94         -0.32         -999          -999          981A   22  6    52- 54      
 22090         3213000      -999          -999          -999           2.25         -999          981A   22  6    52- 54      
 22090         3213000      -999          -999          -999           2.48          0.74         981A   22  6    52- 54      
 22093         3213250      -999           0.86         -999          -999          -999          981A   22  6    55- 57      
 22093         3213250      -999           0.79         -999          -999          -999          981A   22  6    55- 57      
 22093         3213250       2.52         -999          -0.47         -999          -999          981A   22  6    55- 57      
 22093         3213250      -999          -999          -999           2.52         -999          981A   22  6    55- 57      
 22093         3213250      -999          -999          -999           2.52          0.88         981A   22  6    55- 57      
 22098         3213680      -999           0.81         -999          -999          -999          981A   22  6    60- 62      
 22098         3213680       2.52          0.6          -0.34          2.53         -999          981A   22  6    60- 62      
 22098         3213680      -999          -999          -999           2.51         -999          981A   22  6    60- 62      
 22098         3213680      -999          -999          -999          -999           0.68         981A   22  6    60- 62      
 22103         3214110       2.57          0.37         -0.51          2.57          0.77         981A   22  6     65-67      
 22108         3214530      -999           0.91         -999          -999          -999          981A   22  6    70- 72      
 22108         3214530       2.44          0.62         -0.58         -999          -999          981A   22  6    70- 72      
 22108         3214530      -999          -999          -999           2.55         -999          981A   22  6    70- 72      
 22108         3214530      -999          -999          -999           2.32          0.75         981A   22  6    70- 72      
 22113         3214960       2.53          0.44         -0.35          2.53          0.8          981A   22  6    75- 77      
 22118         3215390       2.48          0.85         -0.01          2.48          1.08         981A   22  6    80- 82      
 22123         3215815      -999          -999          -0.31         -999           0.79         981A   22  6    85- 87      
 22128         3216240       2.56          0.21         -0.5           2.56          0.64         981A   22  6     90-92      
 22142         3217440       2.58          0.67         -0.66          2.58          0.85         981B   23  1     90-92      
 22147         3217870       2.54          0.57         -0.5           2.54          0.82         981B   23  1    95- 97      
 22152         3218280       2.55          0.85         -0.61          2.55          0.71         981B   23  1   100-102      
 22157         3218720       2.61          0.49         -0.39          2.61          0.66         981B   23  1   105-107      
 22162         3219150       2.33          0.59         -0.22          2.33          0.59         981B   23  1   110-112      
 22167         3219580       2.55          0.7          -0.63          2.55          0.89         981B   23  1   115-117      
 22172         3220000       2.56          0.5          -0.23          2.56          0.77         981B   23  1   120-122      
 22177         3220430       2.55          0.73         -0.29          2.55          0.71         981B   23  1   125-127      
 22182         3220860       2.6           0.85         -0.36          2.6           0.82         981B   23  1   130-132      
 22187         3221280       2.51          0.38         -0.28          2.51          0.78         981B   23  1   135-137      
 22192         3221700       2.52          0.63         -0.67          2.52          0.85         981B   23  1   140-142      
 22197         3222340      -999           0.62         -0.21          2.47          1.07         981B   23  1   145-147      
 22207         3222980       2.43          0.64         -0.05          2.43          1.13         981B   23  2       5-7      
 22212         3223420       2.55          0.96         -0.48          2.55          0.74         981B   23  2     10-12      
 22217         3223840       2.49          0.66         -0.48          2.49          0.68         981B   23  2     15-17      
 22222         3224270       2.4           0.42         -0.48          2.4           0.75         981B   23  2    20- 22      
 22227         3224700       2.45          0.85         -0.33          2.45          1.04         981B   23  2    25- 27      
 22232         3225120       2.39          0.78         -0.16          2.39          1.07         981B   23  2    30- 32      
 22237         3225550       2.24          0.46         -0.52          2.24          0.87         981B   23  2    35- 37      
 22242         3225980       2.54          0.37         -0.6           2.54          0.65         981B   23  2     40-42      
 22247         3226410       2.47          0.67         -0.37          2.47          0.61         981B   23  2    45- 47      
 22252         3226830       2.5           0.64         -0.34          2.5           0.63         981B   23  2    50- 52      
 22257         3227260       2.4           0.92         -0.23          2.4           0.85         981B   23  2    55- 57      
 22262         3227690       2.46          0.6          -0.37          2.46          0.7          981B   23  2    60- 62      
 22267         3228110       2.56          0.8          -1.02          2.56          0.52         981B   23  2     65-67      
 22272         3228540       2.3           0.78         -0.62          2.3           0.59         981B   23  2    70- 72      
 22277         3228980       2.28          0.33         -0.63          2.28          0.64         981B   23  2    75- 77      
 22282         3229390       2.2           0.57         -0.49          2.2           0.76         981B   23  2    80- 82      
 22287         3229820       2.44          0.76         -0.32          2.44          0.87         981B   23  2    85- 87      
 22292         3230260       2.47          0.66         -0.69          2.47          0.57         981B   23  2     90-92      
 22297         3230670      -999           0.69         -999          -999          -999          981B   23  2    95- 97      
 22297         3230670       2.4           0.48         -0.39          2.47         -999          981B   23  2    95- 97      
 22297         3230670      -999          -999          -999           2.33         -999          981B   23  2    95- 97      
 22297         3230670      -999          -999          -999          -999           0.8          981B   23  2    95- 97      
 22302         3231100      -999           0.83         -999          -999          -999          981B   23  2   100-112      
 22302         3231100      -999           0.55         -999          -999          -999          981B   23  2   100-112      
 22302         3231100       2.37         -999          -0.46         -999          -999          981B   23  2   100-112      
 22302         3231100      -999          -999          -999           2.39         -999          981B   23  2   100-112      
 22302         3231100      -999          -999          -999           2.35          0.55         981B   23  2   100-112      
 22307         3231540      -999           0.61         -999          -999          -999          981B   23  2   105-107      
 22307         3231540      -999           0.57         -999          -999          -999          981B   23  2   105-107      
 22307         3231540       2.47         -999          -0.48         -999          -999          981B   23  2   105-107      
 22307         3231540      -999          -999          -999           2.41         -999          981B   23  2   105-107      
 22307         3231540      -999          -999          -999           2.52          0.7          981B   23  2   105-107      
 22312         3231950       2.26          0.72         -0.43          2.26          0.76         981B   23  2   110-112      
 22317         3232380       2.56          0.84         -0.75          2.56          0.6          981B   23  2   115-117      
 22322         3232820       2.44          0.59         -0.56          2.44          0.65         981B   23  2   120-122      
 22327         3233230       2.34          0.58         -0.65          2.34          0.78         981B   23  2   125-127      
 22332         3233670       2.35          0.82         -999           2.35         -999          981B   23  2   130-132      
 22337         3234100       2.39          0.79         -1.17          2.39          0.45         981B   23  2   135-137      
 22342         3234520      -999           0.6          -999          -999          -999          981B   23  2   140-142      
 22342         3234520       2.43          0.58         -0.81          2.39         -999          981B   23  2   140-142      
 22342         3234520      -999          -999          -999           2.47         -999          981B   23  2   140-142      
 22342         3234520      -999          -999          -999          -999           0.43         981B   23  2   140-142      
 22347         3234950       2.38          0.97         -999           2.38         -999          981B   23  2   145-147      
 22357         3235800       2.41          0.82         -0.31          2.41          0.49         981B   23  3   005-007      
 22362         3236230       2.46          0.9          -0.6           2.46          0.48         981B   23  3   010-012      
 22367         3236650       2.52          1            -0.48          2.52          0.73         981B   23  3     15-17      
 22372         3237080       2.4           0.78         -999           2.4          -999          981B   23  3     20-22      
 22377         3237510       2.46          0.75         -999           2.46         -999          981B   23  3     25-27      
 22382         3237930       2.48          0.45         -0.2           2.48          0.73         981B   23  3     30-32      
 22387         3238360       2.52          0.68          0.24          2.52          0.99         981B   23  3     35-37      
 22392         3238790      -999           0.65         -999          -999          -999          981B   23  3     40-42      
 22392         3238790       2.47          0.68         -0.52          2.47         -999          981B   23  3     40-42      
 22392         3238790      -999          -999          -999           2.47         -999          981B   23  3     40-42      
 22392         3238790      -999          -999          -999          -999           0.59         981B   23  3     40-42      
 22397         3239210       2.41          0.64         -0.65          2.41          1.08         981B   23  3     45-47      
 22402         3239650       2.57          0.59         -999           2.57         -999          981B   23  3     50-52      
 22407         3240070       2.5           0.16         -0.19          2.5           0.99         981B   23  3     55-57      
 22412         3240490       2.45          0.74         -999           2.45         -999          981B   23  3     60-62      
 22417         3240930       2.54          0.84         -0.39          2.54          0.85         981B   23  3     65-67      
 22422         3241350       2.45          0.64         -999           2.45         -999          981B   23  3     70-72      
 22427         3241770       2.53          0.7          -999           2.53         -999          981B   23  3     75-77      
 22432         3242210       2.47          0.62         -0.6           2.47          0.8          981B   23  3     80-82      
 22437         3242640       2.54          0.4          -0.67          2.54          0.94         981B   23  3     85-87      
 22442         3243050       2.63          0.79         -0.71          2.63          0.76         981B   23  3     90-92      
 22447         3243490       2.54          0.71         -0.35          2.54          1            981B   23  3     95-97      
 22452         3243920       2.57          0.79         -0.51          2.57          0.92         981B   23  3   100-102      
