ODP 925        
         
4¡12.25 N 43¡29.33 W 3042 m    
         
Ceara Rise        
         
data Torsten Bickert (Uni Bremen)     
Bickert et al. (1997) Ocean Drill. Program Sci. Results. 154.
Age model        
         
Site Hole Core Type Sect Top mcd d18O d13C species 
925 D 6 H 2 124 57.32 2.05 1.01 C.wuellerstorfi
925 D 6 H 2 144 57.52 2.34 1.02 C.wuellerstorfi
925 D 6 H 3 84 58.42 2.49 0.98 C.wuellerstorfi
925 D 6 H 3 94 58.52 3.00 0.92 C.spp.
925 D 6 H 3 114 58.72 2.99 0.86 C.spp.
925 D 6 H 3 124 58.82 2.80 0.96 C.spp.
925 D 6 H 3 134 58.92 2.80 0.79 C.spp.
925 D 6 H 3 144 59.02 2.90 0.83 C.spp.
925 D 6 H 4 4 59.12 2.81 0.77 C.spp.
925 D 6 H 4 14 59.22 2.71 0.46 C.spp.
925 D 6 H 4 24 59.32 2.55 0.87 C.kullenbergi
925 D 6 H 4 34 59.42 3.22 0.57 C.kullenbergi
925 D 6 H 4 44 59.52 3.26 0.54 C.kullenbergi
925 D 6 H 4 54 59.62 3.40 0.70 C.spp.
925 D 6 H 4 64 59.72 3.38 0.56 C.spp.
925 D 6 H 4 74 59.82 2.96 0.73 C.spp.
925 D 6 H 4 84 59.92 2.90 0.88 C.spp.
925 D 6 H 4 94 60.02 2.68 0.81 C.spp.
925 D 6 H 4 104 60.12 3.08 0.82 C.kullenbergi
925 D 6 H 4 114 60.22 3.15 0.84 C.kullenbergi
925 D 6 H 4 124 60.32 3.05 0.91 C.spp.
925 D 6 H 4 134 60.42 2.78 1.02 C.kullenbergi
925 D 6 H 4 144 60.52 2.84 1.02 C.kullenbergi
925 D 6 H 5 5 60.63 2.92 1.02 C.kullenbergi
925 D 6 H 5 15 60.73 2.83 1.00 C.kullenbergi
925 D 6 H 5 25 60.83 2.71 0.98 C.kullenbergi
925 D 6 H 5 35 60.93 2.76 1.02 C.kullenbergi
925 D 6 H 5 45 61.03 2.71 0.95 C.kullenbergi
925 D 6 H 5 55 61.13 2.76 0.80 C.kullenbergi
925 D 6 H 5 65 61.23 2.94 0.78 C.spp.
925 D 6 H 5 75 61.33 2.73 0.75 C.kullenbergi
925 D 6 H 5 85 61.43 3.32 -0.12 C.spp.
925 D 6 H 5 95 61.53 3.50 0.59 C.kullenbergi
925 D 6 H 5 105 61.63 3.31 0.39 C.kullenbergi
925 D 6 H 5 115 61.73 3.20 0.58 C.kullenbergi
925 D 6 H 5 125 61.83 3.25 0.70 C.spp.
925 D 6 H 5 134 61.92 3.20 0.80 C.wuellerstorfi
925 D 6 H 5 144 62.02 3.27 0.73 C.wuellerstorfi
925 D 6 H 6 5 62.13 2.97 0.37 C.wuellerstorfi
925 D 6 H 6 15 62.23 3.01 0.98 C.spp.
925 D 6 H 6 25 62.33 2.85 0.90 C.spp.
925 D 6 H 6 35 62.43 2.75 0.90 C.spp.
925 D 6 H 6 45 62.53 2.62 0.90 C.kullenbergi
925 D 6 H 6 55 62.63 2.62 0.76 C.kullenbergi
925 D 6 H 6 85 62.93 3.33 0.73 C.kullenbergi
925 D 6 H 6 95 63.03 3.28 0.60 C.kullenbergi
925 C 7 H 4 55 63.08 2.87 -0.03 C.kullenbergi
925 C 7 H 4 60 63.13 3.16 0.60 C.kullenbergi
925 C 7 H 4 65 63.18 2.69 0.35 C.wuellerstorfi
925 C 7 H 4 70 63.23 2.95 0.58 C.wuellerstorfi
925 C 7 H 4 75 63.28 2.78 0.59 C.wuellerstorfi
925 C 7 H 4 80 63.33 3.16 0.72 C.wuellerstorfi
925 C 7 H 4 85 63.38 2.93 0.88 C.wuellerstorfi
925 C 7 H 4 90 63.43 2.77 0.88 C.wuellerstorfi
925 C 7 H 4 95 63.48 2.84 0.90 C.wuellerstorfi
925 C 7 H 4 100 63.53 2.67 1.19 C.wuellerstorfi
925 C 7 H 4 105 63.58 2.65 1.09 C.kullenbergi
925 C 7 H 4 110 63.63 2.51 0.61 C.wuellerstorfi
925 C 7 H 4 115 63.68 2.41 0.99 C.wuellerstorfi
925 C 7 H 4 120 63.73 2.22 0.67 C.wuellerstorfi
925 C 7 H 4 125 63.78 2.63 0.55 C.wuellerstorfi
925 C 7 H 5 5 64.08 2.91 0.55 C.wuellerstorfi
925 C 7 H 5 15 64.18 3.11 0.73 C.wuellerstorfi
925 C 7 H 5 20 64.23 3.25 0.43 C.wuellerstorfi
925 C 7 H 5 25 64.28 3.22 0.72 C.wuellerstorfi
925 C 7 H 5 30 64.33 2.80 0.79 C.kullenbergi
925 C 7 H 5 35 64.38 3.05 0.74 C.kullenbergi
925 C 7 H 5 40 64.43 2.88 0.82 C.kullenbergi
925 C 7 H 5 45 64.48 2.93 0.76 C.kullenbergi
925 C 7 H 5 50 64.53 2.79 0.83 C.wuellerstorfi
925 C 7 H 5 55 64.58 2.62 0.54 C.wuellerstorfi
925 C 7 H 5 60 64.63 2.71 -0.09 C.wuellerstorfi
925 C 7 H 5 65 64.68 3.02 0.88 C.wuellerstorfi
925 C 7 H 5 70 64.73 2.99 -0.27 C.wuellerstorfi
925 C 7 H 5 75 64.78 2.53 1.19 C.wuellerstorfi
925 C 7 H 5 80 64.83 2.61 0.98 C.kullenbergi
925 C 7 H 5 85 64.88 2.69 1.00 C.kullenbergi
925 C 7 H 5 90 64.93 2.49 1.08 C.kullenbergi
925 C 7 H 5 95 64.98 2.45 1.06 C.wuellerstorfi
925 C 7 H 5 100 65.03 2.36 0.99 C.kullenbergi
925 C 7 H 5 105 65.08 2.58 0.94 C.kullenbergi
925 C 7 H 5 110 65.13 2.52 1.15 C.wuellerstorfi
925 C 7 H 5 115 65.18 2.98 0.98 C.wuellerstorfi
925 C 7 H 5 120 65.23 2.79 0.99 C.wuellerstorfi
925 C 7 H 5 125 65.28 2.50 1.16 C.wuellerstorfi
925 C 7 H 5 130 65.33 2.75 0.94 C.kullenbergi
925 C 7 H 5 135 65.38 2.95 1.06 C.wuellerstorfi
925 C 7 H 5 140 65.43 2.97 0.95 C.wuellerstorfi
925 C 7 H 5 145 65.48 3.03 0.93 C.kullenbergi
925 C 7 H 6 0 65.53 3.04 1.03 C.wuellerstorfi
925 C 7 H 6 5 65.58 3.12 0.95 C.wuellerstorfi
925 C 7 H 6 10 65.63 2.86 0.98 C.wuellerstorfi
925 C 7 H 6 15 65.68 2.42 0.97 C.kullenbergi
925 C 7 H 6 30 65.83 2.32 0.99 C.wuellerstorfi
925 C 7 H 6 60 66.13 2.72 0.86 C.wuellerstorfi
925 C 7 H 6 70 66.23 2.84 0.90 C.wuellerstorfi
925 C 7 H 6 80 66.33 2.98 0.52 C.wuellerstorfi
925 C 7 H 6 85 66.38 3.37 0.77 C.wuellerstorfi
925 C 7 H 6 90 66.43 3.41 0.30 C.wuellerstorfi
925 C 7 H 6 100 66.53 3.41 0.20 C.wuellerstorfi
925 C 7 H 6 115 66.68 3.06 0.44 C.wuellerstorfi
925 C 7 H 6 130 66.83 3.15 0.53 C.wuellerstorfi
925 C 7 H 6 135 66.88 2.86 0.10 C.wuellerstorfi
925 C 7 H 6 140 66.93 3.21 0.45 C.wuellerstorfi
925 C 7 H 7 0 67.03 3.07 0.37 C.wuellerstorfi
925 D 7 H 2 45 67.13 2.60 0.79 C.wuellerstorfi
925 D 7 H 2 54 67.22 2.67 0.86 C.wuellerstorfi
925 C 7 H 7 20 67.23 2.76 0.73 C.wuellerstorfi
925 D 7 H 2 65 67.33 2.57 0.90 C.wuellerstorfi
925 D 7 H 2 75 67.43 2.28 0.81 C.wuellerstorfi
925 D 7 H 2 85 67.53 2.35 0.71 C.wuellerstorfi
925 D 7 H 2 95 67.63 2.60 0.79 C.wuellerstorfi
925 D 7 H 2 105 67.73 2.74 0.83 C.wuellerstorfi
925 D 7 H 2 125 67.93 2.67 0.90 C.wuellerstorfi
925 D 7 H 2 135 68.03 2.53 0.77 C.wuellerstorfi
925 D 7 H 3 5 68.23 3.09 -0.39 C.wuellerstorfi
925 D 7 H 3 15 68.33 3.03 0.81 C.wuellerstorfi
925 D 7 H 3 25 68.43 2.93 0.64 C.wuellerstorfi
925 D 7 H 3 35 68.53 2.55 0.94 C.wuellerstorfi
925 D 7 H 3 45 68.63 2.52 0.85 C.wuellerstorfi
925 D 7 H 3 55 68.73 2.20 0.96 C.wuellerstorfi
925 D 7 H 3 65 68.83 1.72 0.56 C.wuellerstorfi
925 D 7 H 3 85 69.03 2.70 0.69 C.wuellerstorfi
925 D 7 H 3 95 69.13 3.24 0.21 C.wuellerstorfi
925 D 7 H 3 125 69.43 3.57 0.45 C.wuellerstorfi
925 D 7 H 3 135 69.53 3.25 0.31 C.wuellerstorfi
925 D 7 H 3 145 69.63 3.35 0.64 C.wuellerstorfi
925 D 7 H 4 5 69.73 3.10 0.09 C.wuellerstorfi
925 D 7 H 4 15 69.83 3.04 0.67 C.wuellerstorfi
925 D 7 H 4 25 69.93 2.95 0.93 C.wuellerstorfi
925 D 7 H 4 45 70.13 2.64 0.35 C.wuellerstorfi
925 D 7 H 4 55 70.23 2.56 0.77 C.wuellerstorfi
925 D 7 H 4 65 70.33 2.52 0.20 C.wuellerstorfi
925 D 7 H 4 75 70.43 2.53 0.95 C.wuellerstorfi
925 D 7 H 4 85 70.53 2.73 0.85 C.spp.
925 D 7 H 4 95 70.63 1.88 0.34 C.spp.
925 D 7 H 4 105 70.73 3.02 0.66 C.spp.
925 D 7 H 4 115 70.83 3.34 0.48 C.spp.
925 D 7 H 4 125 70.93 3.01 0.67 C.spp.
925 D 7 H 4 135 71.03 3.16 0.58 C.wuellerstorfi
925 D 7 H 4 145 71.13 3.26 0.13 C.wuellerstorfi
925 D 7 H 5 5 71.23 3.07 0.64 C.spp.
925 D 7 H 5 15 71.33 2.97 0.67 C.kullenbergi
925 D 7 H 5 25 71.43 2.77 0.58 C.spp.
925 D 7 H 5 35 71.53 2.70 0.43 C.spp.
925 D 7 H 5 45 71.63 2.85 0.16 C.spp.
925 D 7 H 5 55 71.73 2.77 0.60 C.spp.
925 D 7 H 5 65 71.83 2.53 0.85 C.spp.
925 D 7 H 5 75 71.93 2.74 0.55 C.spp.
925 D 7 H 5 85 72.03 2.55 0.81 C.spp.
925 D 7 H 5 95 72.13 2.71 0.76 C.spp.
925 D 7 H 5 105 72.23 2.88 0.18 C.wuellerstorfi
925 D 7 H 5 115 72.33 3.02 0.21 C.wuellerstorfi
925 D 7 H 5 125 72.43 2.99 0.20 C.wuellerstorfi
925 D 7 H 5 135 72.53 3.35 0.49 C.wuellerstorfi
925 D 7 H 5 145 72.63 3.00 0.29 C.wuellerstorfi
925 D 7 H 6 5 72.73 3.09 0.68 C.wuellerstorfi
925 D 7 H 6 15 72.83 2.80 0.36 C.wuellerstorfi
925 D 7 H 6 25 72.93 2.13 0.90 C.wuellerstorfi
925 D 7 H 6 45 73.13 2.15 0.88 C.wuellerstorfi
925 D 7 H 6 65 73.33 2.47 0.45 C.wuellerstorfi
925 D 7 H 6 85 73.53 2.12 0.32 C.wuellerstorfi
925 C 8 H 3 110 73.92 2.98 0.52 C.wuellerstorfi
925 C 8 H 3 120 74.02 2.77 -0.04 C.wuellerstorfi
925 C 8 H 4 5 74.37 2.10 0.90 C.wuellerstorfi
925 C 8 H 4 15 74.47 1.98 0.80 C.wuellerstorfi
925 C 8 H 4 20 74.52 1.86 0.59 C.wuellerstorfi
925 C 8 H 4 45 74.77 2.10 0.44 C.wuellerstorfi
925 C 8 H 4 70 75.02 2.92 0.09 C.wuellerstorfi
925 C 8 H 4 85 75.17 2.69 0.67 C.wuellerstorfi
925 C 8 H 4 105 75.37 3.09 0.48 C.wuellerstorfi
925 C 8 H 4 110 75.42 2.66 0.72 C.wuellerstorfi
925 C 8 H 4 115 75.47 2.84 0.29 C.wuellerstorfi
925 C 8 H 4 120 75.52 2.48 0.44 C.wuellerstorfi
925 C 8 H 4 125 75.57 2.52 0.59 C.wuellerstorfi
925 C 8 H 4 130 75.62 2.61 0.73 C.wuellerstorfi
925 C 8 H 4 135 75.67 2.30 0.92 C.wuellerstorfi
925 C 8 H 4 140 75.72 2.21 0.86 C.wuellerstorfi
925 C 8 H 4 145 75.77 2.40 0.95 C.wuellerstorfi
925 C 8 H 5 0 75.82 2.35 0.38 C.wuellerstorfi
925 C 8 H 5 5 75.87 2.30 0.94 C.wuellerstorfi
925 C 8 H 5 15 75.97 2.36 0.82 C.kullenbergi
925 C 8 H 5 20 76.02 2.33 -0.01 C.kullenbergi
925 C 8 H 5 30 76.12 2.66 0.72 C.wuellerstorfi
925 C 8 H 5 35 76.17 2.94 0.49 C.wuellerstorfi
925 C 8 H 5 45 76.27 2.39 0.60 C.wuellerstorfi
925 C 8 H 5 55 76.37 2.80 0.63 C.wuellerstorfi
925 C 8 H 5 60 76.42 2.89 0.59 C.wuellerstorfi
925 C 8 H 5 65 76.47 3.08 0.39 C.wuellerstorfi
925 D 8 H 2 15 77.12 1.92 0.87 C.wuellerstorfi
925 D 8 H 2 75 77.72 2.72 1.18 C.kullenbergi
925 D 8 H 2 85 77.82 2.60 1.18 C.kullenbergi
925 D 8 H 2 95 77.92 2.32 1.00 C.spp.
925 D 8 H 2 105 78.02 2.60 0.98 C.kullenbergi
925 D 8 H 2 115 78.12 2.73 0.89 C.spp.
925 D 8 H 2 145 78.42 3.48 0.71 C.wuellerstorfi
925 D 8 H 3 5 78.52 3.45 0.59 C.wuellerstorfi
925 D 8 H 3 15 78.62 2.74 0.13 C.wuellerstorfi
925 D 8 H 3 25 78.72 3.17 0.60 C.wuellerstorfi
925 D 8 H 3 35 78.82 2.81 0.80 C.wuellerstorfi
925 D 8 H 3 45 78.92 2.18 0.38 C.wuellerstorfi
925 D 8 H 3 65 79.12 2.37 1.12 C.wuellerstorfi
925 D 8 H 3 75 79.22 1.82 -0.08 C.spp.
925 D 8 H 3 85 79.32 2.36 1.00 C.kullenbergi
925 D 8 H 3 95 79.42 2.54 0.97 C.spp.
925 D 8 H 3 105 79.52 2.45 0.95 C.spp.
925 D 8 H 3 125 79.72 2.94 0.61 C.wuellerstorfi
925 D 8 H 3 135 79.82 3.10 -0.24 C.wuellerstorfi
925 D 8 H 4 5 80.02 3.18 0.57 C.wuellerstorfi
925 D 8 H 4 15 80.12 2.75 0.15 C.wuellerstorfi
925 D 8 H 4 25 80.22 2.94 0.19 C.wuellerstorfi
925 D 8 H 4 55 80.52 2.78 0.79 C.wuellerstorfi
925 D 8 H 4 65 80.62 2.75 0.70 C.kullenbergi
925 D 8 H 4 75 80.72 2.43 0.59 C.wuellerstorfi
925 D 8 H 4 85 80.82 3.40 0.43 C.wuellerstorfi
925 D 8 H 4 105 81.02 3.62 0.43 C.wuellerstorfi
925 D 8 H 4 125 81.22 3.28 0.58 C.wuellerstorfi
925 D 8 H 4 145 81.42 2.98 0.58 C.kullenbergi
925 D 8 H 5 5 81.52 2.81 0.79 C.spp.
925 D 8 H 5 15 81.62 2.47 0.88 C.spp.
925 D 8 H 5 25 81.72 2.03 0.74 C.kullenbergi
925 D 8 H 5 45 81.92 2.83 0.72 C.spp.
925 D 8 H 5 55 82.02 2.68 0.86 C.kullenbergi
925 D 8 H 5 65 82.12 2.79 0.80 C.spp.
925 D 8 H 5 75 82.22 2.99 0.78 C.kullenbergi
925 D 8 H 5 85 82.32 2.75 0.76 C.spp.
925 D 8 H 5 95 82.42 2.69 0.76 C.kullenbergi
925 D 8 H 5 105 82.52 2.78 0.68 C.kullenbergi
925 D 8 H 5 115 82.62 2.70 0.67 C.kullenbergi
925 D 8 H 5 125 82.72 2.66 0.78 C.spp.
925 D 8 H 5 135 82.82 2.24 0.83 C.spp.
925 D 8 H 5 145 82.92 2.73 0.87 C.kullenbergi
925 D 8 H 6 5 83.02 2.47 0.82 C.spp.
925 D 8 H 6 15 83.12 2.64 0.81 C.kullenbergi
925 D 8 H 6 25 83.22 2.79 0.62 C.spp.
