# NOAA Paleoclimatology Program - Paleocean Site Data
# odp999ab-tab.txt
# Complete Data
# File Created: 26-Apr-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Torsten Bickert
# Core/Site:      ODP999A
# Latitude:       12.45.00N	( 12.75)
# Longitude:      78.44.00W	( -78.73333)
# Water Depth(m): 2827
#
# Publications:
#   Bickert, T., G.H. Haug, and R. Tiedemann.  2004. Late Neogene benthic stable
#     isotope record of Ocean Drilling Program Site 999: Implications for Caribbean
#     paleoceanography, organic carbon burial, and the Messinian Salinity Crisis.Paleoceanography,
#     Vol. 19, PA1023.
#------------------
#
# Description & Notes:
#   Late Neogene Caribbean ODP999 Benthic Stable Isotope Data
#   Notes column has sample ID, core section and section top depth.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             cfrac%>63     Course fraction percent (>63 micron)
#             corrdptcm     Corrected depth (cm)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP999A
depth	yrBP 	cfrac%>63	corrdptcm	d13Cc.wuell	d18Oc.wuell	notes
22905	8094280	-999	22813.5	0.8736721	2.176686	999A25X 07 15
22915	8097740	-999	22822.5	0.8896123	1.52918	999A25X 07 25
22925	8101190	-999	22831.5	0.9497853	1.863235	999A25X 07 35
22935	8104650	-999	22840.5	0.9886035	2.082035	999A25X 07 45
22943	8107410	-999	22847.7	0.8193694	1.849195	999A25X CC 5
22953	8110870	-999	22856.7	0.7022217	1.838236	999A25X CC 15
22955	8148420	-999	22954.5	-999	-999	999A26X 01 5
22965	8151880	-999	22963.5	0.7823905	1.736859	999A26X 01 15
22973	8155420	-999	22970.7	0.4538897	1.67914	999A26X 01 23
22983	8159840	-999	22979.7	0.8002442	1.719348	999A26X 01 33
22995	8165150	-999	22990.5	0.7071314	1.718251	999A26X 01 45
23015	8174000	-999	23008.5	0.6764616	1.41418	999A26X 01 65
23025	8178430	-999	23017.5	0.4182615	1.514639	999A26X 01 75
23035	8182850	-999	23026.5	0.6701168	1.393807	999A26X 01 85
23045	8187280	-999	23035.5	0.5693002	1.931284	999A26X 01 95
23055	8191700	-999	23044.5	0.6393847	1.919979	999A26X 01 105
23065	8196120	-999	23053.5	0.8816869	1.799207	999A26X 01 115
23075	8200550	-999	23062.5	0.7068395	1.928049	999A26X 01 125
23085	8204970	-999	23071.5	0.6628555	1.329121	999A26X 01 135
23095	8209400	-999	23080.5	0.8067525	1.699039	999A26X 01 145
23105	8213820	-999	23089.5	0.8562131	1.792173	999A26X 02 5
23115	8218250	-999	23098.5	-999	-999	999A26X 02 15
23125	8222670	-999	23107.5	0.8514544	1.919469	999A26X 02 25
23135	8224580	-999	23116.5	0.8988283	1.613087	999A26X 02 35
23145	8226500	-999	23125.5	-999	-999	999A26X 02 45
23165	8230320	-999	23143.5	0.9703224	1.658206	999A26X 02 65
23175	8232240	-999	23152.5	-999	-999	999A26X 02 75
23185	8234150	-999	23161.5	-999	-999	999A26X 02 85
23195	8236060	-999	23170.5	1.000026	1.827877	999A26X 02 95
23205	8237970	-999	23179.5	1.055753	1.592102	999A26X 02 105
23215	8239890	-999	23188.5	-999	-999	999A26X 02 115
23225	8241800	-999	23197.5	-999	-999	999A26X 02 125
23235	8243710	-999	23206.5	-999	-999	999A26X 02 135
23245	8245630	-999	23215.5	-999	-999	999A26X 02 145
23256	8247730	-999	23225.4	0.8972284	1.596796	999A26X 03 6
23265	8249450	-999	23233.5	0.7511477	1.85886	999A26X 03 15
23275	8251370	-999	23242.5	1.097812	1.693366	999A26X 03 25
23285	8253280	-999	23251.5	-999	-999	999A26X 03 35
23295	8255190	-999	23260.5	1.111043	1.427427	999A26X 03 45
23325	8260930	-999	23287.5	0.8142669	1.748296	999A26X 03 75
23335	8262840	-999	23296.5	0.9836106	1.534634	999A26X 03 85
23345	8264760	-999	23305.5	0.8538978	1.562379	999A26X 03 95
23355	8266670	-999	23314.5	0.9479084	1.618652	999A26X 03 105
23365	8268580	-999	23323.5	0.9202799	1.654328	999A26X 03 115
23375	8270500	-999	23332.5	1.114127	1.618766	999A26X 03 125
23385	8272410	-999	23341.5	0.7752303	2.022772	999A26X 03 135
23395	8274320	-999	23350.5	0.8563805	1.816128	999A26X 03 145
23405	8276240	-999	23359.5	1.164232	1.640506	999A26X 04 5
23415	8278150	-999	23368.5	1.060799	1.56673	999A26X 04 15
23425	8280060	-999	23377.5	0.9387174	1.499066	999A26X 04 25
23435	8281980	-999	23386.5	0.8789726	1.697329	999A26X 04 35
23445	8283890	-999	23395.5	0.8668258	1.645533	999A26X 04 45
23465	8287710	-999	23413.5	0.5724584	1.614014	999A26X 04 65
23475	8289630	-999	23422.5	0.494117	1.227078	999A26X 04 75
23485	8291540	-999	23431.5	-999	-999	999A26X 04 85
23495	8293450	-999	23440.5	-999	-999	999A26X 04 95
23505	8295370	-999	23449.5	1.206905	1.995762	999A26X 04 105
23515	8297280	-999	23458.5	1.436682	2.069065	999A26X 04 115
23525	8300710	-999	23467.5	0.7609253	1.901879	999A26X 04 125
23535	8304150	-999	23476.5	1.382325	1.739806	999A26X 04 135
23545	8307580	-999	23485.5	0.9514133	1.798558	999A26X 04 145
23555	8311020	-999	23494.5	1.1658	1.861723	999A26X 05 5
23565	8314450	-999	23503.5	1.103202	1.898374	999A26X 05 15
23575	8317890	-999	23512.5	1.706331	1.872503	999A26X 05 25
23585	8321320	-999	23521.5	0.9510002	1.987336	999A26X 05 35
23595	8324760	-999	23530.5	0.8197216	1.98215	999A26X 05 45
23615	8331630	-999	23548.5	1.142676	2.170496	999A26X 05 65
23625	8335060	-999	23557.5	-999	-999	999A26X 05 75
23635	8338500	-999	23566.5	1.124923	2.063211	999A26X 05 85
23645	8341930	-999	23575.5	1.102498	2.014911	999A26X 05 95
23655	8345370	-999	23584.5	1.037001	2.041979	999A26X 05 105
23665	8348800	-999	23593.5	1.223799	2.078779	999A26X 05 115
23675	8352240	-999	23602.5	0.9767748	2.092723	999A26X 05 125
23685	8355670	-999	23611.5	1.20252	1.936358	999A26X 05 135
23695	8359100	-999	23620.5	1.166165	2.196892	999A26X 05 145
23705	8362540	-999	23629.5	1.2396	2.066299	999A26X 06 5
23715	8365970	-999	23638.5	1.178959	2.046724	999A26X 06 15
23725	8369410	-999	23647.5	0.8277185	1.996854	999A26X 06 25
23735	8372840	-999	23656.5	0.8294957	1.745423	999A26X 06 35
23745	8376280	-999	23665.5	0.9024206	2.061059	999A26X 06 45
23765	8383150	-999	23683.5	1.173444	2.063555	999A26X 06 65
23775	8386580	-999	23692.5	0.9323984	2.013324	999A26X 06 75
23785	8390020	-999	23701.5	0.9345376	2.023044	999A26X 06 85
23795	8393450	-999	23710.5	0.9116455	1.738007	999A26X 06 95
23805	8396890	-999	23719.5	0.6781865	1.773112	999A26X 06 105
23815	8400320	-999	23728.5	0.6778777	1.479962	999A26X 06 115
23825	8403760	-999	23737.5	0.6339622	1.825727	999A26X 06 125
23835	8407190	-999	23746.5	0.8118659	2.047071	999A26X 06 135
23845	8410630	-999	23755.5	0.9142922	1.988786	999A26X 06 145
23855	8414060	-999	23764.5	0.9201366	2.022671	999A26X 07 5
23865	8417490	-999	23773.5	0.9622604	1.779064	999A26X 07 15
23875	8420930	-999	23782.5	0.5175386	1.786032	999A26X 07 25
23885	8424360	-999	23791.5	1.095004	1.386176	999A26X 07 35
23895	8427800	-999	23800.5	0.9352584	2.071962	999A26X 07 45
23904	8430890	-999	23808.6	0.8516814	1.948851	999A26X CC 5
