F	P	O	N	M	L	K	corr. depth	Age (ka) 112	CW 13C	CW 18O	% Sand	%Sand/100%CaCO3	%CaCO3
999.00	.	13.000	7.0000	55.000	57.000	121.65	121.12	3861.8	0.40	2.30	16.800	29.394	57.160
999.00	A	13.000	7.0000	65.000	67.000	121.75	121.21	3865.0	0.57	2.27			60.309
999.00	A	13.000	7.0000	75.000	77.000	121.85	121.31	3868.6	0.53	2.29			60.143
999.00	A	13.000	0.0000	5.0000	7.0000	121.95	121.40	3871.8	0.62	2.48			65.890
999.00	A	13.000	0.0000	15.000	17.000	122.05	121.50	3875.4	0.52	2.18			64.558
999.00	A	13.000	0.0000	25.000	27.000	122.15	121.59	3878.6	0.31	2.25			64.058
999.00	A	14.000	1.0000	5.0000	7.0000	121.65	121.65	3880.8	0.19	2.37	15.200	25.408	59.826
999.00	A	14.000	1.0000	15.000	17.000	121.75	121.74	3884.0	0.29	2.86	15.940	26.506	60.143
999.00	A	14.000	1.0000	25.000	27.000	121.85	121.84	3886.4	0.37	2.47	12.940	28.063	46.107
999.00	A	14.000	1.0000	35.000	37.000	121.95	121.93	3888.6	0.46	2.88	9.8100	20.937	46.865
999.00	A	14.000	1.0000	45.000	47.000	122.05	122.03	3891.0	0.66	2.67	7.5700	15.983	47.381
999.00	.	14.000	1.0000	55.000	57.000	122.15	122.12	3893.2	0.43	2.47	7.1300	13.933	51.155
999.00	A	14.000	1.0000	65.000	67.000	122.25	122.21	3895.4	0.55	2.40	7.0500	13.130	53.729
999.00	XXXX	14.000	1.0000	75.000	77.000	122.35	122.31	3897.8	0.49	2.31			54.611
999.00	A	14.000	1.0000	85.000	87.000	122.45	122.40	3900.0	0.45	2.24	7.7600	13.780	56.336
999.00	A	14.000	1.0000	95.000	97.000	122.55	122.50	3902.4	0.73	2.37	11.750	22.035	53.329
999.00	A	14.000	1.0000	105.00	107.00	122.65	122.59	3904.6	0.70	2.56	18.130	30.293	59.851
999.00	A	14.000	1.0000	115.00	117.00	122.75	122.69	3907.0	0.59	2.32	14.790	24.435	60.542
999.00	A	14.000	1.0000	125.00	127.00	122.85	122.78	3909.2	0.46	2.19	19.720	32.066	61.509
999.00	A	14.000	1.0000	135.00	137.00	122.95	122.88	3911.6	0.38	2.22	13.960	23.410	59.618
999.00	A	14.000	1.0000	145.00	147.00	123.05	122.97	3913.8	0.33	2.37	14.320	22.547	63.500
999.00	A	14.000	2.0000	5.0000	7.0000	123.15	123.07	3916.2	0.34	2.44	12.130	18.227	66.565
999.00	A	14.000	2.0000	15.000	17.000	123.25	123.16	3918.4	0.33	2.36	14.020	24.754	56.627
999.00	A	14.000	2.0000	25.000	27.000	123.35	123.25	3920.6	0.30	2.55	15.480	28.055	55.186
999.00	A	14.000	2.0000	35.000	37.000	123.45	123.35	3923.0	0.43	2.82	12.780	25.702	49.713
999.00	A	14.000	2.0000	45.000	47.000	123.55	123.44	3926.0	0.31	2.25	7.6300	15.998	47.698
999.00	.	14.000	2.0000	55.000	57.000	123.65	123.54	3929.3	0.29	2.35	8.5500	16.501	51.821
999.00	A	14.000	2.0000	65.000	67.000	123.75	123.63	3932.3	0.42	2.24	9.7700	17.186	56.877
999.00	A	14.000	2.0000	75.000	77.000	123.85	123.73	3935.6	0.33	2.17	7.3100	12.574	58.110
999.00	A	14.000	2.0000	85.000	87.000	123.95	123.82	3938.6			7.4300	12.093	61.459
999.00	A	14.000	2.0000	95.000	97.000	124.05	123.92	3941.9	0.26	2.23	6.5500	11.339	57.752
999.00	A	14.000	2.0000	105.00	107.00	124.15	124.01	3944.9	0.27	2.50	6.6700	12.135	54.961
999.00	A	14.000	2.0000	115.00	117.00	124.25	124.10	3947.9	0.41	2.38	5.9500	11.110	53.554
999.00	A	14.000	2.0000	125.00	127.00	124.35	124.20	3951.2	0.55	2.51	5.5300	9.4806	58.327
999.00	A	14.000	2.0000	135.00	137.00	124.45	124.29	3954.2	0.54	2.49	6.5600	10.847	60.501
999.00	A	14.000	2.0000	145.00	147.00	124.55	124.39	3957.5	0.32	2.44	7.6800	12.847	59.809
999.00	A	14.000	3.0000	5.0000	7.0000	124.65	124.48	3960.5	0.50	2.40	10.760	17.511	61.467
999.00	A	14.000	3.0000	15.000	17.000	124.75	124.58	3963.8	0.59	2.39	12.280	22.365	54.903
999.00	A	14.000	3.0000	25.000	27.000	124.85	124.67	3966.8	0.63	2.40	16.260	26.701	60.892
999.00	A	14.000	3.0000	35.000	37.000	124.95	124.77	3970.1	0.45	2.32	11.530	19.311	59.726
999.00	A	14.000	3.0000	45.000	47.000	125.05	124.86	3973.1	0.53	2.51	18.950	29.102	65.124
999.00	.	14.000	3.0000	55.000	57.000	125.15	124.96	3976.4	0.47	2.35	14.490	23.154	62.592
999.00	A	14.000	3.0000	65.000	67.000	125.25	125.05	3979.4	0.50	2.43	14.000	24.453	57.235
999.00	A	14.000	3.0000	75.000	77.000	125.35	125.14	3982.4	0.50	2.55	16.980	26.870	63.183
999.00	A	14.000	3.0000	85.000	87.000	125.45	125.24	3985.7	0.47	2.35	14.870	23.319	63.766
999.00	A	14.000	3.0000	95.000	97.000	125.55	125.33	3988.7	0.46	2.65	15.000	24.404	61.450
999.00	A	14.000	3.0000	105.00	107.00	125.65	125.43	3992.0	0.53	2.84	13.260	23.259	57.002
999.00	A	14.000	3.0000	115.00	117.00	125.75	125.52	3995.0	0.54	2.72	16.400	29.130	56.294
999.00	A	14.000	3.0000	124.00	126.00	125.84	125.61	3998.0	0.51	2.75	10.140	18.840	53.837
999.00	A	14.000	3.0000	135.00	137.00	125.95	125.71	4001.4	0.50	2.63	8.6500	16.166	53.479
999.00	A	14.000	3.0000	145.00	147.00	126.05	125.81	4004.7	0.51	2.67	10.300	19.353	53.237
999.00	A	14.000	4.0000	5.0000	7.0000	126.15	125.90	4007.8	0.41	2.37	10.850	19.041	56.994
999.00	A	14.000	4.0000	15.000	17.000	126.25	126.00	4011.1	0.28	2.19	10.020	16.917	59.201
999.00	A	14.000	4.0000	25.000	27.000	126.35	126.09	4014.1	0.48	2.29	11.230	22.213	50.563
999.00	A	14.000	4.0000	35.000	37.000	126.45	126.18	4017.2	0.50	2.46	10.120	18.815	53.795
999.00	A	14.000	4.0000	45.000	47.000	126.55	126.28	4020.5	0.38	2.37	14.770	24.704	59.776
999.00	.	14.000	4.0000	55.000	57.000	126.65	126.37	4023.5	0.30	2.31	15.210	24.380	62.367
999.00	A	14.000	4.0000	65.000	67.000	126.75	126.47	4026.9	0.30	2.42	12.710	21.509	59.110
999.00	A	14.000	4.0000	75.000	77.000	126.85	126.56	4029.9			13.000	19.756	65.799
999.00	A	14.000	4.0000	85.000	87.000	126.95	126.66	4033.3			7.2300	14.313	50.513
999.00	A	14.000	4.0000	95.000	97.000	127.05	126.75	4036.3			9.0200	18.447	48.880
999.00	A	14.000	4.0000	105.00	107.00	127.15	126.85	4039.6			6.7000	13.431	49.905
999.00	A	14.000	4.0000	115.00	117.00	127.25	126.94	4042.7	0.60	2.44	6.9600	12.407	56.103
999.00	A	14.000	4.0000	124.00	126.00	127.34	127.03	4045.7	0.44	2.24	10.600	18.267	58.043
999.00	A	14.000	4.0000	135.00	137.00	127.45	127.13	4049.0	0.55	2.35	14.500	23.692	61.209
999.00	A	14.000	4.0000	145.00	147.00	127.55	127.22	4052.1			10.240	17.598	58.160
999.00	A	14.000	5.0000	5.0000	7.0000	127.68	127.35	4056.4	0.55	2.38	20.100	32.269	62.292
999.00	A	14.000	5.0000	15.000	17.000	127.78	127.44	4059.4			14.840	23.616	62.842
999.00	A	14.000	5.0000	25.000	27.000	127.88	127.54	4062.8	0.50	2.36	13.830	21.846	63.316
999.00	A	14.000	5.0000	35.000	37.000	127.98	127.63	4065.8			16.580	26.475	62.608
999.00	A	14.000	5.0000	45.000	47.000	128.08	127.73	4069.2	0.54	2.34	16.470	25.994	63.358
999.00	.	14.000	5.0000	55.000	57.000	128.18	127.82	4072.2	0.37	2.21	15.480	24.997	61.934
999.00	A	14.000	5.0000	65.000	67.000	128.28	127.91	4075.2	0.51	2.36	9.9100	16.607	59.676
999.00	A	14.000	5.0000	75.000	77.000	128.38	128.01	4078.6	0.38	2.42	10.120	16.516	61.300
999.00	A	14.000	5.0000	85.000	87.000	128.48	128.10	4081.6	0.35	2.30	13.180	21.350	61.734
999.00	A	14.000	5.0000	95.000	97.000	128.58	128.20	4084.9	0.50	2.32	15.600	25.298	61.675
999.00	A	14.000	5.0000	105.00	107.00	128.68	128.29	4088.0	0.44	2.39	19.050	30.234	63.008
999.00	A	14.000	5.0000	115.00	117.00	128.78	128.39	4091.3	0.36	2.39	16.570	25.160	65.874
999.00	A	14.000	5.0000	125.00	127.00	128.88	128.48	4094.3	0.31	2.17	20.170	31.437	64.149
999.00	A	14.000	5.0000	135.00	137.00	128.98	128.58	4097.7	0.32	2.39	15.250	21.883	69.672
999.00	A	14.000	5.0000	145.00	147.00	129.08	128.67	4100.7	0.43	2.28	14.510	21.961	66.049
999.00	A	14.000	6.0000	5.0000	7.0000	129.18	128.77	4104.1	0.33	2.48	9.1000	14.011	64.949
999.00	A	14.000	6.0000	15.000	17.000	129.28	128.86	4107.1	0.35	2.24	13.940	21.793	63.949
999.00	A	14.000	6.0000	25.000	27.000	129.38	128.95	4110.1	0.50	2.46	11.980	20.509	58.393
999.00	A	14.000	6.0000	35.000	37.000	129.48	129.05	4113.5	0.27	2.44	11.050	20.023	55.161
999.00	A	14.000	6.0000	45.000	47.000	129.58	129.14	4116.5	0.49	2.41	10.020	18.004	55.653
999.00	.	14.000	6.0000	55.000	57.000	129.68	129.24	4119.8	0.30	2.24	5.0200	8.9367	56.128
999.00	A	14.000	6.0000	65.000	67.000	129.78	129.33	4122.9	0.44	2.43	6.6700	12.101	55.145
999.00	A	14.000	6.0000	75.000	77.000	129.88	129.43	4126.2	0.50	2.42	7.1000	12.171	58.318
999.00	A	14.000	6.0000	85.000	87.000	129.98	129.52	4129.2	0.57	2.44	10.490	18.744	55.978
999.00	A	14.000	6.0000	95.000	97.000	130.08	129.62	4132.6	0.41	2.29	12.450	21.520	57.860
999.00	A	14.000	6.0000	105.00	107.00	130.18	129.71	4135.6	0.43	2.35	12.250	18.954	64.641
999.00	A	14.000	6.0000	115.00	117.00	130.28	129.80	4138.6	0.36	2.54	12.330	18.153	67.906
999.00	A	14.000	6.0000	125.00	127.00	130.38	129.90	4142.0	0.37	2.32	11.780	17.289	68.139
999.00	A	14.000	6.0000	135.00	137.00	130.48	129.99	4145.0	0.45	2.65	9.9800	15.067	66.215
999.00	A	14.000	6.0000	145.00	147.00	130.58	130.09	4149.3	0.41	2.61	8.3100	13.190	63.008
999.00	A	14.000	7.0000	5.0000	7.0000	130.68	130.18	4153.1	0.40	2.52	8.3900	13.834	60.676
999.00	A	14.000	7.0000	15.000	17.000	130.78	130.28	4157.4	0.50	2.47	12.880	21.078	61.126
999.00	A	14.000	7.0000	25.000	27.000	130.88	130.37	4161.3	0.35	2.25	8.6300	14.986	57.569
999.00	A	14.000	7.0000	35.000	37.000	130.98	130.47	4165.6			8.7400	14.236	61.409
999.00	A	14.000	7.0000	45.000	47.000	131.08	130.56	4169.4	0.36	2.36	11.230	18.174	61.792
999.00	.	14.000	7.0000	55.000	57.000	131.18	130.66	4173.7	0.26	2.30	7.0200	12.171	57.652
999.00	A	14.000	7.0000	64.000	66.000	131.27	130.74	4177.1			3.4200	6.4374	53.137
999.00	A	14.000	0.0000	5.0000	7.0000	131.38	130.84	4181.4	0.37	2.44	6.6700	12.637	52.779
999.00	A	14.000	0.0000	15.000	17.000	131.48	130.94	4185.7	0.29	2.31	8.6700	15.015	57.769
999.00	A	14.000	0.0000	25.000	27.000	131.58	131.03	4189.6	0.45	2.58	10.560	18.278	57.777
999.00	A	15.000	1.0000	5.0000	7.0000	131.15	131.15	4194.7			8.2800	16.336	50.688
999.00	A	15.000	1.0000	15.000	17.000	131.25	131.24	4198.6			6.4400	13.105	49.114
999.00	A	15.000	1.0000	25.000	27.000	131.35	131.34	4202.9			4.6500	8.8115	52.754
999.00	A	15.000	1.0000	35.000	37.000	131.45	131.43	4206.7			6.6400	11.999	55.328
999.00	A	15.000	1.0000	45.000	47.000	131.55	131.52	4210.6	0.18	2.11	9.5000	17.265	55.028
999.00	.	15.000	1.0000	55.000	57.000	131.65	131.62	4214.9	0.49	2.59	10.510	19.599	53.604
999.00	A	15.000	1.0000	65.000	67.000	131.75	131.71	4218.7			10.430	18.850	55.336
999.00	A	15.000	1.0000	75.000	77.000	131.85	131.81	4223.0	0.16	2.29	13.860	24.336	56.936
999.00	A	15.000	1.0000	85.000	87.000	131.95	131.90	4227.3	0.28	2.55			54.153
999.00	A	15.000	1.0000	95.000	97.000	132.05	132.00	4232.1	0.18	2.36	7.5600	14.256	53.012
999.00	A	15.000	1.0000	105.00	107.00	132.15	132.09	4236.4			7.1400	12.988	54.986
999.00	A	15.000	1.0000	115.00	117.00	132.25	132.18	4240.7	0.30	2.29	13.340	22.417	59.493
999.00	A	15.000	1.0000	125.00	127.00	132.35	132.28	4245.5	0.34	2.30	5.9500	11.976	49.680
999.00	A	15.000	1.0000	135.00	137.00	132.45	132.37	4249.8	0.33	2.71	4.7700	8.9914	53.079
999.00	A	15.000	1.0000	145.00	147.00	132.55	132.47	4254.5	0.41	2.54	9.0400	16.838	53.687
999.00	A	15.000	2.0000	5.0000	7.0000	132.65	132.56	4258.8	0.22	2.51	7.1700	12.974	55.253
999.00	A	15.000	2.0000	15.000	17.000	132.75	132.66	4263.6			7.0000	12.158	57.560
999.00	A	15.000	2.0000	25.000	27.000	132.85	132.75	4267.9			8.9500	16.745	53.429
999.00	A	15.000	2.0000	35.000	37.000	132.95	132.85	4272.7	0.59	2.52	10.350	20.582	50.305
999.00	A	15.000	2.0000	45.000	47.000	133.05	132.94	4277.0	0.13	2.63	9.4300	17.546	53.762
999.00	.	15.000	2.0000	55.000	57.000	133.15	133.03	4281.3	0.47	2.40	9.3400	17.383	53.737
999.00	A	15.000	2.0000	65.000	67.000	133.25	133.13	4286.1			7.6600	15.237	50.288
999.00	A	15.000	2.0000	75.000	77.000	133.35	133.22	4290.4	0.15	2.48	6.4100	12.195	52.529
999.00	A	15.000	2.0000	85.000	87.000	133.45	133.32	4295.2	0.17	2.49	5.7300	11.638	49.255
999.00	A	15.000	2.0000	95.000	97.000	133.55	133.41	4299.5	0.25	2.47	5.9700	11.633	51.313
999.00	A	15.000	2.0000	105.00	107.00	133.65	133.51	4304.2	0.39	2.50	8.1200	17.090	47.514
999.00	A	15.000	2.0000	115.00	117.00	133.75	133.60	4308.5			9.9400	19.698	50.480
999.00	A	15.000	2.0000	125.00	127.00	133.85	133.69	4312.8	0.41	2.27	10.220	20.087	50.855
999.00	A	15.000	2.0000	135.00	137.00	133.95	133.79	4317.6			6.1000	11.591	52.621
999.00	A	15.000	2.0000	145.00	147.00	134.05	133.88	4321.9	0.15	2.43	4.0100	7.3918	54.228
999.00	A	15.000	3.0000	5.0000	7.0000	134.15	133.98	4326.7	0.33	2.46	5.1000	10.765	47.414
999.00	A	15.000	3.0000	15.000	17.000	134.25	134.07	4331.0	0.46	2.15	8.0600	16.707	48.264
999.00	A	15.000	3.0000	25.000	27.000	134.35	134.17	4334.4			9.0400	18.689	48.364
999.00	A	15.000	3.0000	35.000	37.000	134.45	134.26	4337.4	0.42	2.33	7.8000	16.099	48.456
999.00	A	15.000	3.0000	45.000	47.000	134.55	134.35	4340.4	0.22	2.60	9.7900	17.948	54.545
999.00	.	15.000	3.0000	55.000	57.000	134.65	134.45	4343.8	0.50	2.32	5.2200	9.1407	57.069
999.00	A	15.000	3.0000	65.000	67.000	134.75	134.54	4346.8	0.33	2.39	5.3500	11.174	47.856
999.00	A	15.000	3.0000	75.000	77.000	134.85	134.64	4350.2	0.22	2.33	8.2000	16.322	50.213
999.00	A	15.000	3.0000	85.000	87.000	134.95	134.73	4353.2	0.44	2.37	10.260	20.811	49.314
999.00	A	15.000	3.0000	95.000	97.000	135.05	134.83	4356.6	0.29	2.20	10.760	19.793	54.370
999.00	A	15.000	3.0000	105.00	107.00	135.15	134.92	4359.6	0.23	2.44			43.266
999.00	A	15.000	3.0000	115.00	117.00	135.25	135.02	4363.0	0.41	2.55	8.9900	16.415	54.736
999.00	A	15.000	3.0000	125.00	127.00	135.35	135.11	4366.0	0.42	2.57	9.4300	17.556	53.687
999.00	A	15.000	3.0000	135.00	137.00	135.45	135.20	4369.0	0.56	2.47	8.0800	14.801	54.620
999.00	A	15.000	3.0000	145.00	147.00	135.55	135.30	4372.4			9.9400	18.830	52.796
999.00	A	15.000	4.0000	5.0000	7.0000	135.65	135.39	4375.4	0.38	2.68	9.9100	19.880	49.838
999.00	A	15.000	4.0000	15.000	17.000	135.75	135.49	4378.8	0.47	2.22	9.9600	20.258	49.164
999.00	A	15.000	4.0000	25.000	27.000	135.85	135.58	4381.8	0.44	2.29	6.7800	14.127	47.981
999.00	A	15.000	4.0000	35.000	37.000	135.95	135.68	4385.2	0.41	2.48	9.6600	20.768	46.498
999.00	A	15.000	4.0000	45.000	47.000	136.05	135.77	4388.2	0.53	2.41	6.7700		
999.00	.	15.000	4.0000	55.000	57.000	136.15	135.86	4391.2	0.32	2.50	7.0800	14.513	48.764
999.00	A	15.000	4.0000	65.000	67.000	136.25	135.96	4394.6			7.9000	16.666	47.373
999.00	A	15.000	4.0000	75.000	77.000	136.35	136.05	4397.6	0.52	2.52	7.1400	15.461	46.165
999.00	A	15.000	4.0000	85.000	87.000	136.45	136.15	4401.0			6.9300	15.291	45.290
999.00	A	15.000	4.0000	95.000	97.000	136.55	136.24	4404.0	0.67	2.48	6.3800	13.111	48.697
999.00	A	15.000	4.0000	105.00	107.00	136.65	136.34	4407.4	0.39	2.28	7.7000	14.916	51.629
999.00	A	15.000	4.0000	115.00	117.00	136.75	136.43	4410.4			6.8200	11.718	58.168
999.00	A	15.000	4.0000	125.00	127.00	136.85	136.52	4413.4	0.21	2.41	7.9100	13.899	56.894
999.00	A	15.000	4.0000	135.00	137.00	136.95	136.62	4416.8	0.34	2.29	6.4400	11.805	54.595
999.00	A	15.000	4.0000	145.00	147.00	137.05	136.71	4419.8	0.40	2.63	4.1100	9.3157	44.099
999.00	A	15.000	5.0000	5.0000	7.0000	137.18	136.84	4424.2	0.38	2.52	4.3500	11.808	36.844
999.00	A	15.000	5.0000	15.000	17.000	137.28	136.93	4427.2	0.50	2.36			37.227
999.00	A	15.000	5.0000	25.000	27.000	137.38	137.02	4430.2	0.51	2.40	4.5200	9.6638	46.765
999.00	A	15.000	5.0000	35.000	37.000	137.48	137.12	4433.6	0.65	2.22	4.5800	9.2721	49.397
999.00	A	15.000	5.0000	45.000	47.000	137.58	137.21	4436.6	0.34	2.60	3.1600	6.0012	52.729
999.00	.	15.000	5.0000	55.000	57.000	137.68	137.31	4440.0	0.38	2.54	6.9300	12.942	53.512
999.00	A	15.000	5.0000	65.000	67.000	137.78	137.40	4443.0	0.64	2.40	7.6900	14.679	52.371
999.00	A	15.000	5.0000	75.000	77.000	137.88	137.50	4446.4	0.42	2.29	5.9300		
999.00	A	15.000	5.0000	85.000	87.000	137.98	137.59	4449.4	0.42	2.50	5.4600	12.150	44.940
999.00	A	15.000	5.0000	95.000	97.000	138.08	137.68	4452.4	0.32	2.62	5.9000	12.182	48.447
999.00	A	15.000	5.0000	105.00	107.00	138.18	137.78	4455.8	0.40	2.41	5.9900	13.192	45.432
999.00	A	15.000	5.0000	115.00	117.00	138.28	137.87	4458.8	0.31	2.71	5.2100	13.717	37.968
999.00	A	15.000	5.0000	125.00	127.00	138.38	137.97	4462.2	0.41	2.75	1.5100	4.7627	31.771
999.00	A	15.000	5.0000	135.00	137.00	138.48	138.06	4465.2					36.410
999.00	A	15.000	5.0000	145.00	147.00	138.58	138.16	4468.6	0.38	2.44	1.5800	4.3549	36.186
999.00	A	15.000	6.0000	5.0000	7.0000	138.71	138.28	4472.6	0.48	2.31	3.5900	8.2335	43.624
999.00	A	15.000	6.0000	15.000	17.000	138.81	138.37	4475.6			4.5400	9.1584	49.588
999.00	A	15.000	6.0000	25.000	27.000	138.91	138.47	4479.0	0.36	2.31	5.1200	11.498	44.524
999.00	A	15.000	6.0000	35.000	37.000	139.01	138.56	4482.0			2.4700	6.1162	40.425
999.00	A	15.000	6.0000	45.000	47.000	139.11	138.66	4485.4	0.32	2.52	2.9900	7.5072	39.884
999.00	.	15.000	6.0000	55.000	57.000	139.21	138.75	4488.4			2.3500	6.0301	38.909
999.00	A	15.000	6.0000	65.000	67.000	139.31	138.85	4491.8	0.39	2.51	3.2900	7.6953	42.766
999.00	A	15.000	6.0000	75.000	77.000	139.41	138.94	4494.8	0.54	2.28	1.8100	4.0992	44.199
999.00	A	15.000	6.0000	85.000	87.000	139.51	139.03	4497.8			1.3500	3.4420	39.243
999.00	A	15.000	6.0000	95.000	97.000	139.61	139.13	4501.2			1.7900	4.4832	39.926
999.00	A	15.000	6.0000	105.00	107.00	139.71	139.22	4504.2			4.1400	9.1558	45.190
999.00	A	15.000	6.0000	115.00	117.00	139.81	139.32	4507.6	0.31	2.31	5.7100	12.956	44.057
999.00	A	15.000	6.0000	125.00	127.00	139.91	139.41	4510.6			2.4600	5.5981	43.899
999.00	A	15.000	6.0000	135.00	137.00	140.01	139.51	4514.0	0.37	2.70	3.2900	7.2028	45.690
999.00	A	15.000	6.0000	145.00	147.00	140.11	139.60	4517.0	0.43	2.79			41.200
999.00	A	15.000	7.0000	5.0000	7.0000	140.21	139.69	4520.7	0.46	2.78	2.2700	6.1894	36.677
999.00	A	15.000	7.0000	15.000	17.000	140.31	139.79	4524.7	0.40	2.52	3.3500	8.6525	38.710
999.00	A	15.000	7.0000	25.000	27.000	140.41	139.88	4528.4	0.24	2.40	2.6700	6.2518	42.641
999.00	A	15.000	7.0000	35.000	37.000	140.51	139.98	4532.5	0.11	2.21	3.3700	6.3178	53.395
999.00	A	15.000	7.0000	45.000	47.000	140.61	140.07	4536.1	0.28	2.60	4.0800	7.8674	51.838
999.00	.	15.000	7.0000	55.000	57.000	140.71	140.17	4540.2	0.16	2.59	4.8200	9.0146	53.479
999.00	A	15.000	7.0000	65.000	67.000	140.81	140.26	4543.9	0.29	2.92	4.9700	10.435	47.623
999.00	A	15.000	0.0000	5.0000	7.0000	140.91	140.35	4547.5	0.26	2.56	2.9900	5.7115	52.354
999.00	A	15.000	0.0000	15.000	17.000	141.01	140.45	4551.6	0.24	2.63	2.9500	7.5553	39.109
999.00	A	15.000	0.0000	25.000	27.000	141.11	140.54	4555.3	0.47	2.73	1.7400	4.5620	38.143
999.00	A	16.000	1.0000	5.0000	7.0000	140.65	140.65	4559.7	0.36	2.44	4.3100	8.2373	52.354
999.00	A	16.000	1.0000	15.000	17.000	140.75	140.74	4563.4	0.28	2.40	2.5300	6.4685	39.109
999.00	A	16.000	1.0000	25.000	27.000	140.85	140.84	4567.5	0.08	2.52	3.0900	8.1128	38.143
999.00	A	16.000	1.0000	39.000	41.000	140.99	140.97	4572.8	0.10	2.52			59.060
999.00	A	16.000	1.0000	45.000	47.000	141.05	141.03	4575.2	0.12	2.54	8.6700		
999.00	.	16.000	1.0000	55.000	57.000	141.15	141.13	4579.3	0.09	2.68	4.3900	8.8194	49.755
999.00	A	16.000	1.0000	65.000	67.000	141.25	141.22	4582.9	0.20	2.64	5.4400	9.9908	54.420
999.00	A	16.000	1.0000	75.000	77.000	141.35	141.32	4587.0	0.30	2.53	6.3000	11.033	57.069
999.00	A	16.000	1.0000	85.000	87.000	141.45	141.42	4591.1	0.26	2.57	3.2600	6.3029	51.663
999.00	A	16.000	1.0000	95.000	97.000	141.55	141.51	4594.8	0.30	2.49	3.2000	7.1265	44.857
999.00	A	16.000	1.0000	105.00	107.00	141.65	141.61	4598.8	0.44	2.58	5.0300	12.293	40.934
999.00	A	16.000	1.0000	115.00	117.00	141.75	141.70	4602.5	0.20	2.65	2.7600	6.6176	41.767
999.00	A	16.000	1.0000	125.00	127.00	141.85	141.80	4606.6	0.35	2.47			49.980
999.00	A	16.000	1.0000	135.00	137.00	141.95	141.90	4610.6	0.13	2.50	2.9100	5.4207	53.712
999.00	A	16.000	1.0000	145.00	147.00	142.05	141.99	4614.3	0.16	2.51	2.8300	5.3188	53.154
999.00	A	16.000	2.0000	5.0000	7.0000	142.15	142.09	4618.4	-0.01	2.58	1.9900	3.7836	52.629
999.00	A	16.000	2.0000	15.000	17.000	142.25	142.18	4622.0	0.07	2.53	2.2900	4.9129	46.531
999.00	A	16.000	2.0000	25.000	27.000	142.35	142.28	4626.1	0.02	2.26	2.8600	6.8109	41.933
999.00	A	16.000	2.0000	35.000	37.000	142.45	142.38	4630.2	0.24	2.84	3.0200	7.5243	40.134
999.00	A	16.000	2.0000	45.000	47.000	142.55	142.47	4633.8	0.20	2.55	1.7100	3.7785	45.307
999.00	.	16.000	2.0000	55.000	57.000	142.65	142.57	4637.9	0.35	2.76	3.6600	6.8334	53.520
999.00	A	16.000	2.0000	65.000	67.000	142.75	142.66	4641.6	0.14	2.26	2.4100	4.3571	55.395
999.00	A	16.000	2.0000	75.000	77.000	142.85	142.76	4645.6	0.17	2.56	2.4100	4.6006	52.462
999.00	A	16.000	2.0000	85.000	87.000	142.95	142.86	4649.7	0.22	2.25	1.4100		
999.00	A	16.000	2.0000	95.000	97.000	143.05	142.95	4653.4	0.29	2.44	2.0700		
999.00	A	16.000	2.0000	105.00	107.00	143.15	143.05	4657.4	0.32	2.54	2.5900	6.1886	41.908
999.00	A	16.000	2.0000	115.00	117.00	143.25	143.14	4661.1	0.27	2.43	3.3300	6.6050	50.405
999.00	A	16.000	2.0000	125.00	127.00	143.35	143.24	4665.2	0.28	2.63	3.9300	7.0586	55.636
999.00	A	16.000	2.0000	135.00	137.00	143.45	143.33	4668.8	0.17	2.44	2.4700	4.2049	58.810
999.00	A	16.000	2.0000	145.00	147.00	143.55	143.43	4672.9	0.21	2.52	5.7200	8.9705	63.808
999.00	A	16.000	3.0000	5.0000	7.0000	143.65	143.53	4677.0	0.25	2.58	2.6500	4.4134	60.143
999.00	A	16.000	3.0000	15.000	17.000	143.75	143.62	4680.7	0.29	2.76	2.3700	4.3467	54.520
999.00	A	16.000	3.0000	25.000	27.000	143.85	143.72	4684.7	0.39	2.49	3.0000	5.7252	52.346
999.00	A	16.000	3.0000	35.000	37.000	143.95	143.81	4688.4	0.36	2.51	2.3600	4.5095	52.312
999.00	A	16.000	3.0000	45.000	47.000	144.05	143.91	4692.5	0.29	2.44	2.9900	5.4224	55.095
999.00	.	16.000	3.0000	55.000	57.000	144.15	144.01	4696.5	0.11	2.54	2.3700	4.1721	56.836
999.00	A	16.000	3.0000	65.000	67.000	144.25	144.10	4700.2	0.16	2.29	2.2100	3.8424	57.402
999.00	A	16.000	3.0000	75.000	77.000	144.35	144.20	4704.3	0.03	2.43	1.9000	3.5130	54.145
999.00	A	16.000	3.0000	85.000	87.000	144.45	144.29	4707.9	0.12	2.37	2.2900	4.6875	48.922
999.00	A	16.000	3.0000	95.000	97.000	144.55	144.39	4712.0	-0.01	2.86	3.3000	6.5166	50.588
999.00	A	16.000	3.0000	105.00	107.00	144.65	144.49	4715.4	0.25	2.73	3.7200	8.1110	45.832
999.00	A	16.000	3.0000	115.00	117.00	144.75	144.58	4718.4	0.43	2.70	2.9100	6.1962	46.965
999.00	A	16.000	3.0000	125.00	127.00	144.85	144.68	4721.8	0.36	2.50	2.0500	3.8432	53.462
999.00	A	16.000	3.0000	135.00	137.00	144.95	144.77	4724.9	0.33	2.44	2.1200	4.2202	50.205
999.00	A	16.000	3.0000	145.00	147.00	145.05	144.87	4728.3	0.32	2.47	1.5700	3.5774	44.016
