F	P	O	N	M	L	K	corr. depth	Age (ka) 112	CW 13C	CW 18O	% Sand	%Sand/100%CaCO3	%CaCO3
999.00	A	19.000	3.0000	115.00	117.00	173.25	173.07	5913.8					
999.00	A	19.000	3.0000	125.00	127.00	173.35	173.17	5918.2					
999.00	A	19.000	3.0000	135.00	137.00	173.45	173.27	5922.6					
999.00	A	19.000	3.0000	145.00	147.00	173.55	173.36	5926.5					
999.00	A	19.000	4.0000	5.0000	7.0000	173.67	173.48	5931.7					
999.00	A	19.000	4.0000	15.000	17.000	173.77	173.57	5935.7					
999.00	A	19.000	4.0000	25.000	27.000	173.87	173.67	5940.1					
999.00	A	19.000	4.0000	35.000	37.000	173.97	173.76	5944.0					
999.00	A	19.000	4.0000	45.000	47.000	174.07	173.86	5948.4					
999.00	.	19.000	4.0000	55.000	57.000	174.17	173.96	5952.7					
999.00	A	19.000	4.0000	65.000	67.000	174.27	174.05	5956.7					
999.00	A	19.000	4.0000	75.000	77.000	174.37	174.15	5961.1					
999.00	A	19.000	4.0000	85.000	87.000	174.47	174.24	5965.0					
999.00	A	19.000	4.0000	95.000	97.000	174.57	174.34	5969.4					
999.00	A	19.000	4.0000	105.00	107.00	174.67	174.43	5973.3					
999.00	A	19.000	4.0000	115.00	117.00	174.77	174.53	5977.7					
999.00	A	19.000	4.0000	125.00	127.00	174.87	174.63	5982.1					
999.00	A	19.000	4.0000	135.00	137.00	174.97	174.72	5986.0					
999.00	A	19.000	4.0000	145.00	147.00	175.07	174.82	5990.4					
999.00	A	19.000	5.0000	5.0000	7.0000	175.20	174.94	5995.6					
999.00	A	19.000	5.0000	15.000	17.000	175.30	175.04	6000.0					
999.00	A	19.000	5.0000	25.000	27.000	175.40	175.13	6003.9					
999.00	A	19.000	5.0000	35.000	37.000	175.50	175.23	6008.3					
999.00	A	19.000	5.0000	45.000	47.000	175.60	175.32	6012.2					
999.00	.	19.000	5.0000	54.000	56.000	175.69	175.41	6016.2					
999.00	A	19.000	5.0000	65.000	67.000	175.80	175.52	6021.0					
999.00	A	19.000	5.0000	75.000	77.000	175.90	175.61	6024.9					
999.00	A	19.000	5.0000	85.000	87.000	176.00	175.71	6029.3					
999.00	A	19.000	5.0000	95.000	97.000	176.10	175.80	6033.3					
999.00	A	19.000	5.0000	105.00	107.00	176.20	175.90	6037.6					
999.00	A	19.000	5.0000	115.00	117.00	176.30	176.00	6042.0					
999.00	A	19.000	5.0000	125.00	127.00	176.40	176.09	6045.9					
999.00	A	19.000	5.0000	135.00	137.00	176.50	176.19	6050.3					
999.00	A	19.000	5.0000	145.00	147.00	176.60	176.28	6054.2					
999.00	A	19.000	6.0000	5.0000	7.0000	176.70	176.38	6058.6					
999.00	A	19.000	6.0000	15.000	17.000	176.80	176.47	6062.6					
999.00	A	19.000	6.0000	25.000	27.000	176.90	176.57	6066.9					
999.00	A	19.000	6.0000	35.000	37.000	177.00	176.67	6071.3					
999.00	A	19.000	6.0000	45.000	47.000	177.10	176.76	6075.2					
999.00	.	19.000	6.0000	55.000	57.000	177.20	176.86	6079.6					
999.00	A	19.000	6.0000	65.000	67.000	177.30	176.95	6083.6					
999.00	A	19.000	6.0000	75.000	77.000	177.40	177.05	6087.9					
999.00	A	19.000	6.0000	85.000	87.000	177.50	177.14	6091.9					
999.00	A	19.000	6.0000	95.000	97.000	177.60	177.24	6096.2					
999.00	A	19.000	6.0000	105.00	107.00	177.70	177.34	6100.6					
999.00	A	19.000	6.0000	115.00	117.00	177.80	177.43	6104.6					
999.00	A	19.000	6.0000	125.00	127.00	177.90	177.53	6108.9					
999.00	A	19.000	6.0000	135.00	137.00	178.00	177.62	6112.9					
999.00	A	19.000	6.0000	145.00	147.00	178.10	177.72	6117.3					
999.00	A	19.000	7.0000	5.0000	7.0000	178.20	177.81	6121.2					
999.00	.	19.000	7.0000	9.0000	11.000	178.24	177.85	6122.9					
999.00	A	19.000	7.0000	15.000	17.000	178.30	177.91	6125.6					
999.00	A	19.000	7.0000	25.000	27.000	178.40	178.01	6129.9					
999.00	A	19.000	7.0000	35.000	37.000	178.50	178.10	6133.9					
999.00	A	19.000	7.0000	45.000	47.000	178.60	178.20	6138.3					
999.00	A	19.000	7.0000	55.000	57.000	178.70	178.29	6142.2					
999.00	A	19.000	0.0000	5.0000	7.0000	178.80	178.39	6146.6					
999.00	A	19.000	0.0000	15.000	17.000	178.90	178.49	6150.9					
999.00	A	19.000	0.0000	25.000	27.000	179.00	178.58	6154.9					
